Date,Name,Position,Salary,Projected FD PTS,Actual FD PTS,Found?,Position #,Play?
2016-12-16,Mike Conley,PG,7300,25.64417075736325,23.6,1,1.0,1.0
2016-12-16,Chris Paul,PG,9400,25.64417075736325,31.0,1,1.0,1.0
2016-12-16,Tony Allen,SG,5200,23.772670758577256,32.3,1,2.0,1.0
2016-12-16,Evan Fournier,SG,5900,23.772670758577256,26.3,1,2.0,1.0
2016-12-16,Dorian Finney-Smith,SF,4200,22.849867241951518,6.9,1,3.0,1.0
2016-12-16,DeMarre Carroll,SF,4200,22.849867241951518,7.5,1,3.0,1.0
2016-12-16,Julius Randle,PF,6200,24.83147431861112,42.8,1,4.0,1.0
2016-12-16,Serge Ibaka,PF,6200,24.83147431861112,40.5,1,4.0,1.0
2016-12-16,Alexis Ajinca,C,3500,28.45931115002927,22.1,1,5.0,1.0
