Date,Name,Position,Salary,Projected FD PTS,Actual FD PTS,Found?,Position #,Play?
2016-12-25,Rajon Rondo,PG,5400,25.632528222630626,18.2,1,1.0,1.0
2016-12-25,Russell Westbrook,PG,12600,25.632528222630626,60.9,1,1.0,1.0
2016-12-25,Jamal Crawford,SG,4300,23.77582685207009,24.5,1,2.0,1.0
2016-12-25,Alex Abrines,SG,3600,23.77582685207009,14.4,1,2.0,1.0
2016-12-25,Jae Crowder,SF,5300,22.82560682627788,23.7,1,3.0,1.0
2016-12-25,Brandon Ingram,SF,3700,22.82560682627788,16.2,1,3.0,1.0
2016-12-25,Amir Johnson,PF,3600,24.825972509208523,21.5,1,4.0,1.0
2016-12-25,Gorgui Dieng,PF,5600,24.825972509208523,12.0,1,4.0,1.0
2016-12-25,Cristiano Felicio,C,3500,28.465520456929635,12.6,1,5.0,1.0
