Date,Name,Position,Salary,Projected FD PTS,Actual FD PTS,Found?,Position #,Play?
2017-01-21,Isaiah Whitehead,PG,3500,25.63077732012972,12.6,1,1.0,1.0
2017-01-21,Damian Lillard,PG,8400,25.63077732012972,38.7,1,1.0,1.0
2017-01-21,Reggie Bullock,SG,3700,26.95416903573593,15.5,0,2.0,1.0
2017-01-21,JJ Redick,SG,4700,23.76763155824749,23.7,1,2.0,1.0
2017-01-21,Jimmy Butler,SF,9800,22.836531916659776,37.5,1,3.0,1.0
2017-01-21,LeBron James,SF,10500,22.836531916659776,43.7,1,3.0,1.0
2017-01-21,Kris Humphries,PF,3700,24.831674167416764,17.8,1,4.0,1.0
2017-01-21,Al-Farouq Aminu,PF,5600,24.831674167416764,22.4,1,4.0,1.0
2017-01-21,Kosta Koufos,C,3500,28.46201541335812,19.7,1,5.0,1.0
