Date,Name,Position,Salary,Projected FD PTS,Actual FD PTS,Found?,Position #,Play?
2016-12-08,Damian Lillard,PG,9600,25.63289289464471,26.6,1,1.0,1.0
2016-12-08,Jameer Nelson,PG,4400,25.63289289464471,26.8,1,1.0,1.0
2016-12-08,Nik Stauskas,SG,3700,23.77627691340561,23.9,1,2.0,1.0
2016-12-08,Gerald Henderson,SG,3700,23.77627691340561,9.3,1,2.0,1.0
2016-12-08,Kawhi Leonard,SF,8100,22.83179219487943,41.1,1,3.0,1.0
2016-12-08,Terrence Ross,SF,3700,22.83179219487943,14.5,1,3.0,1.0
2016-12-08,Zach Randolph,PF,5800,24.8280449438202,19.8,1,4.0,1.0
2016-12-08,Patrick Patterson,PF,4400,24.8280449438202,16.0,1,4.0,1.0
2016-12-08,Omer Asik,C,3500,28.46014222429481,23.8,1,5.0,1.0
