Date,Name,Position,Salary,Projected FD PTS,Actual FD PTS,Found?,Position #,Play?
2018-10-18,Ben Simmons,PG,11000,49.36233190523586,51.1,1,1.0,1.0
2018-10-18,Rajon Rondo,PG,4500,28.069888286495324,34.3,1,1.0,1.0
2018-10-18,Dwyane Wade,SG,4800,25.79381809799378,27.6,1,2.0,1.0
2018-10-18,Zach LaVine,SG,6800,29.41467257828125,44.5,1,2.0,1.0
2018-10-18,Josh Richardson,SF,6900,35.13349823640406,44.3,1,3.0,1.0
2018-10-18,Jeff Green,SF,3600,20.482571108877657,30.3,1,3.0,1.0
2018-10-18,Bobby Portis,PF,5700,31.025073681939894,42.2,1,4.0,1.0
2018-10-18,Dario Saric,PF,5900,26.686589227360486,29.5,1,4.0,1.0
2018-10-18,Joel Embiid,C,10800,47.62483925688154,61.9,1,5.0,1.0
