Date,Name,Position,Salary,Projected FD PTS,Actual FD PTS,Found?,Position #,Play?
2018-10-19,Stephen Curry,PG,9600,46.99676334748416,49.8,1,1.0,1.0
2018-10-19,Ricky Rubio,PG,6300,34.01552297016387,28.6,1,1.0,1.0
2018-10-19,Jimmy Butler,SG,9500,44.702987129761226,61.9,1,2.0,1.0
2018-10-19,Victor Oladipo,SG,8400,39.3370925882504,33.5,1,2.0,1.0
2018-10-19,DeAndre' Bembry,SF,3600,27.417659655937573,18.1,1,3.0,1.0
2018-10-19,Joe Ingles,SF,6300,35.27066506732708,45.8,1,3.0,1.0
2018-10-19,Serge Ibaka,PF,5600,32.81590048349772,33.2,1,4.0,1.0
2018-10-19,Jayson Tatum,PF,6400,38.076790701556966,30.8,1,4.0,1.0
2018-10-19,Tristan Thompson,C,4100,30.29865716748948,31.0,1,5.0,1.0
