Date,Position,"LastName, FirstName",FD PTS,Salary,Team,Opp Team,Score,Min,Statline
2019-12-12,PG,"Doncic, Luka",68.9,"11,800",dal,@ det, 122-111,33:39,   41pt 12rb 11as 3to 6trey 14-24fg 7-12ft
2019-12-12,PG,"Curry, Seth",47.4,"3,500",dal,@ det, 122-111,33:31,   30pt 7rb 4as 2st 3to 6trey 11-15fg 2-3ft
2019-12-12,PG,"Walker, Kemba",44.2,"7,700",bos,v phi, 109-115,36:20,   29pt 1rb 8as 1bl 1to 5trey 8-21fg 8-10ft
2019-12-12,SG,"DeRozan, DeMar",36.8,"8,200",sas,v cle, 109-117,39:08,   21pt 4rb 4as 2st 1to 8-17fg 5-8ft
2019-12-12,PG,"Sexton, Collin",35.4,"5,700",cle,@ sas, 117-109,35:07,   28pt 2rb 2as 1st 1to 1trey 10-19fg 7-8ft
2019-12-12,SG,"Clarkson, Jordan",34.3,"4,500",cle,@ sas, 117-109,30:32,   25pt 4rb 3as 1st 3to 4trey 10-18fg 1-1ft
2019-12-12,PG,"Lillard, Damian",32.9,"9,000",por,@ den, 99-114,37:33,   13pt 2rb 11as 1st 2to 2trey 5-16fg 1-2ft
2019-12-12,SG,"Richardson, Josh",30.4,"4,400",phi,@ bos, 115-109,25:51,   14pt 2rb 2as 2st 2bl 1to 2trey 5-11fg 2-2ft
2019-12-12,PG,"Morris, Monte",28.7,"3,700",den,v por, 114-99,19:47,   11pt 1rb 7as 2st 1trey 4-8fg 2-2ft
2019-12-12,PG,"Murray, Dejounte",28.2,"6,100",sas,v cle, 109-117,16:58,   6pt 6rb 4as 3st 1bl 3to 2-6fg 2-2ft
2019-12-12,PG,"Rose, Derrick",28,"6,000",det,v dal, 111-122,25:46,   19pt 4as 2st 3to 5trey 7-16fg
2019-12-12,PG,"White, Derrick",27.8,"4,500",sas,v cle, 109-117,31:41,   17pt 4rb 2as 1st 7-9fg 3-3ft
2019-12-12,PG,"Murray, Jamal",23.7,"7,200",den,v por, 114-99,28:13,   12pt 6rb 3as 1st 3to 2trey 4-11fg 2-3ft
2019-12-12,PG,"Simmons, Ben",23.6,"8,300",phi,@ bos, 115-109,36:29,   7pt 8rb 6as 1bl 5to 2-6fg 3-4ft
2019-12-12,SG,"Brown, Bruce",21.4,"3,800",det,v dal, 111-122,22:14,   7pt 2rb 4as 2st 2-6fg 3-4ft
2019-12-12,SG,"Harris, Gary",18.2,"4,500",den,v por, 114-99,36:49,   15pt 1rb 2as 1to 3trey 5-9fg 2-2ft
2019-12-12,SG,"McCollum, CJ",17.4,"7,000",por,@ den, 99-114,36:35,   15pt 2rb 2as 3to 3trey 6-11fg 0-1ft
2019-12-12,SG,"Walker, Lonnie",17.4,"3,600",sas,v cle, 109-117,24:03,   10pt 2rb 1st 1bl 1to 4-5fg 2-2ft
2019-12-12,PG,"Mills, Patty",17.2,"4,200",sas,v cle, 109-117,28:16,   10pt 1rb 2as 1bl 2trey 3-7fg 2-2ft
2019-12-12,PG,"Simons, Anfernee",16.5,"3,900",por,@ den, 99-114,22:20,   9pt 1as 1st 1bl 4-9fg 1-2ft
2019-12-12,PG,"Garland, Darius",14.1,"4,100",cle,@ sas, 117-109,25:05,   8pt 3rb 5as 5to 2trey 3-8fg
2019-12-12,PG,"Brunson, Jalen",13.2,"3,800",dal,@ det, 122-111,15:13,   7pt 1rb 4as 1to 1trey 3-6fg
2019-12-12,SG,"Snell, Tony",13.2,"3,500",det,v dal, 111-122,28:19,   12pt 1rb 4trey 4-7fg
2019-12-12,PG,"Dellavedova, Matthew",12.4,"3,500",cle,@ sas, 117-109,15:16,   2pt 2rb 4as 1st 1to 0-1fg 2-2ft
2019-12-12,SG,"Korkmaz, Furkan",10.6,"3,500",phi,@ bos, 115-109,8:27,   7pt 3rb 1trey 3-4fg
2019-12-12,SG,"Belinelli, Marco",10.2,"3,500",sas,v cle, 109-117,20:19,   9pt 1rb 1trey 4-5fg
2019-12-12,SG,"Craig, Torrey",7.4,"3,500",den,v por, 114-99,14:19,   5pt 2rb 1trey 2-5fg
2019-12-12,PG,"Wanamaker, Brad",6.5,"3,500",bos,v phi, 109-115,15:12,   2pt 3as 1-1fg
2019-12-12,PG,"Frazier, Tim",5,"3,500",det,v dal, 111-122,1:39,   2pt 2as 0-1fg 2-2ft
2019-12-12,SG,"Forbes, Bryn",4.9,"4,000",sas,v cle, 109-117,16:34,   2pt 2rb 1as 1to 1-6fg
2019-12-12,SG,"Galloway, Langston",4.7,"3,600",det,v dal, 111-122,20:16,   2pt 1rb 1as 0-3fg 2-2ft
2019-12-12,SG,"Mykhailiuk, Sviatoslav",2.7,"3,500",det,v dal, 111-122,12:07,   0pt 1rb 1as
2019-12-12,PG,"Neto, Raul",1.7,"3,500",phi,@ bos, 115-109,11:31,   0pt 1rb 1as 1to 0-1fg
2019-12-12,SG,"Jr, Gary",1.2,"3,500",por,@ den, 99-114,4:41,   0pt 1rb 0-3fg
2019-12-12,SG,"Green, Javonte",0,"3,500",bos,v phi, 109-115,5:12,   0pt
2019-12-12,PG,"Milton, Shake",0,"3,600",phi,@ bos, 115-109,0,   
2019-12-12,SG,"Dozier, PJ",0,"3,500",den,v por, 114-99,0,   
2019-12-12,SG,"Lee, Courtney",0,"3,500",dal,@ det, 122-111,0,   
2019-12-12,SG,"Beasley, Malik",0,"3,500",den,v por, 114-99,0,   
2019-12-12,PG,"Barea, Jose",0,"3,700",dal,@ det, 122-111,0,   
2019-12-12,PG,"Knight, Brandon",0,"3,500",cle,@ sas, 117-109,0,   
2019-12-12,PG,"Burke, Trey",0,"3,500",phi,@ bos, 115-109,0,   
2019-12-12,PG,"Waters, Tremont",0,"3,600",bos,v phi, 109-115,0,   
2019-12-12,PG,"Jackson, Reggie",0,"4,500",det,v dal, 111-122,0,   
2019-12-12,PG,"Edwards, Carsen",0,"3,500",bos,v phi, 109-115,0,   
2019-12-12,SG,"Thomas, Khyri",0,"3,500",det,v dal, 111-122,0,   
2019-12-12,SG,"Cleveland, Antonius",0,"3,500",dal,@ det, 122-111,0,   
2019-12-12,SG,"Reaves, Josh",0,"3,500",dal,@ det, 122-111,0,   
2019-12-12,PG,"Bone, Jordan",0,"3,500",det,v dal, 111-122,0,   
2019-12-12,SG,"Weatherspoon, Quinndary",0,"3,500",sas,v cle, 109-117,0,   
2019-12-12,SG,"Windler, Dylan",0,"3,500",cle,@ sas, 117-109,0,   
2019-12-12,SG,"Wright, Delon",0,"4,700",dal,@ det, 122-111,0,   
2019-12-12,SG,"Smart, Marcus",0,"5,100",bos,v phi, 109-115,0,   
2019-12-12,SG,"Langford, Romeo",0,"3,500",bos,v phi, 109-115,0,   
2019-12-12,SG,"Shayok, Marial",0,"3,500",phi,@ bos, 115-109,0,   
2019-12-12,SG,"Smith, Zhaire",0,"3,500",phi,@ bos, 115-109,0,   
2019-12-12,SF,"Harris, Tobias",52.1,"7,400",phi,@ bos, 115-109,32:45,   23pt 8rb 7as 1st 2bl 1trey 10-20fg 2-3ft
2019-12-12,PF,"Love, Kevin",51.4,"7,400",cle,@ sas, 117-109,38:34,   30pt 17rb 2as 2to 4trey 11-24fg 4-5ft
2019-12-12,SF,"Anthony, Carmelo",42.3,"5,800",por,@ den, 99-114,36:42,   20pt 9rb 1as 2st 2bl 2to 2trey 8-16fg 2-2ft
2019-12-12,PF,"Porzingis, Kristaps",40.1,"7,600",dal,@ det, 122-111,29:30,   20pt 8rb 1as 3bl 8-18fg 4-4ft
2019-12-12,SF,"Barton, Will",37.2,"6,600",den,v por, 114-99,34:53,   15pt 11rb 4as 1st 2trey 6-12fg 1-2ft
