Date,Position,"LastName, FirstName",FD PTS,Salary,Team,Opp Team,Score,Min,Statline
2019-11-26,PG,"Doncic, Luka",42.6,"12,500",dal,v lac, 99-114,34:31,   22pt 8rb 6as 3st 7to 4-14fg 14-16ft
2019-11-26,SG,"Williams, Louis",32.2,"7,200",lac,@ dal, 114-99,33:29,   21pt 6rb 6as 5to 4trey 7-14fg 3-4ft
2019-11-26,SG,"McRae, Jordan",31.3,"3,700",was,@ den, 104-117,23:53,   21pt 4rb 3as 1st 2to 3trey 9-16fg
2019-11-26,PG,"Murray, Jamal",28.4,"7,800",den,v was, 117-104,24:56,   16pt 2rb 2as 3st 1bl 5to 7-12fg 2-2ft
2019-11-26,SG,"Beal, Bradley",26.8,"9,700",was,@ den, 104-117,29:39,   14pt 4rb 6as 1st 4to 2trey 6-15fg 0-2ft
2019-11-26,PG,"Morris, Monte",24.1,"3,700",den,v was, 117-104,23:04,   10pt 3rb 5as 1bl 4-9fg 2-2ft
2019-11-26,SG,"Harris, Gary",21.8,"4,500",den,v was, 117-104,28:22,   11pt 4rb 2as 1st 1trey 4-11fg 2-2ft
2019-11-26,PG,"Barea, Jose",18.9,"3,800",dal,v lac, 99-114,16:21,   12pt 2rb 1as 1st 2trey 5-11fg
2019-11-26,SG,"Beasley, Malik",17.8,"3,500",den,v was, 117-104,18:52,   9pt 4rb 2as 1st 2to 1trey 3-5fg 2-2ft
2019-11-26,PG,"Beverley, Patrick",15.4,"5,700",lac,@ dal, 114-99,20:49,   3pt 2rb 4as 1st 1bl 2to 1trey 1-6fg
2019-11-26,PG,"Curry, Seth",14.4,"3,500",dal,v lac, 99-114,18:32,   13pt 2rb 1to 3trey 5-8fg
2019-11-26,SG,"McGruder, Rodney",13.5,"3,600",lac,@ dal, 114-99,22:13,   4pt 5rb 1as 1st 1to 2-4fg
2019-11-26,PG,"Smith, Ishmael",10.1,"4,200",was,@ den, 104-117,20:18,   2pt 3rb 3as 1-6fg
2019-11-26,PG,"Brunson, Jalen",8.2,"3,600",dal,v lac, 99-114,13:00,   4pt 1rb 4as 3to 1-6fg 2-2ft
2019-11-26,SG,"Wright, Delon",7.3,"4,300",dal,v lac, 99-114,17:54,   4pt 4rb 1as 3to 1-3fg 2-2ft
2019-11-26,PG,"Robinson, Jerome",5.9,"3,500",lac,@ dal, 114-99,10:14,   2pt 2rb 1as 1-2fg 0-2ft
2019-11-26,PG,"Thomas, Isaiah",3,"5,200",was,@ den, 104-117,21:51,   3pt 2as 3to 1-8fg 1-2ft
2019-11-26,SG,"Mann, Terance",0,"3,500",lac,@ dal, 114-99,3:00,   0pt 0-1fg
2019-11-26,PG,"Chiozza, Chris",0,"3,500",was,@ den, 104-117,1:49,   0pt
2019-11-26,SG,"Lee, Courtney",0,"3,600",dal,v lac, 99-114,0,   
2019-11-26,SG,"Craig, Torrey",0,"3,900",den,v was, 117-104,0,   
2019-11-26,SG,"Dozier, PJ",0,"3,500",den,v was, 117-104,0,   
2019-11-26,PG,"Jr, Derrick",0,"3,500",lac,@ dal, 114-99,0,   
2019-11-26,SG,"Cleveland, Antonius",0,"3,500",dal,v lac, 99-114,0,   
2019-11-26,SG,"Reaves, Josh",0,"3,500",dal,v lac, 99-114,0,   
2019-11-26,PG,"Robinson, Justin",0,"3,500",was,@ den, 104-117,0,   
2019-11-26,SG,"Mathews, Garrison",0,"3,500",was,@ den, 104-117,0,   
2019-11-26,PG,"Shamet, Landry",0,"3,800",lac,@ dal, 114-99,0,   
2019-11-26,SF,"George, Paul",49.8,"9,500",lac,@ dal, 114-99,29:25,   26pt 4rb 2as 6st 2to 4trey 8-21fg 6-6ft
2019-11-26,PF,"Leonard, Kawhi",44.6,"10,200",lac,@ dal, 114-99,28:28,   28pt 8rb 4as 1st 2to 1trey 11-21fg 5-5ft
2019-11-26,SF,"Barton, Will",38.6,"6,700",den,v was, 117-104,37:01,   17pt 8rb 8as 1bl 3to 2trey 7-13fg 1-1ft
2019-11-26,PF,"Porzingis, Kristaps",34.5,"8,500",dal,v lac, 99-114,30:17,   15pt 10rb 1as 2st 1bl 3to 3trey 4-13fg 4-8ft
2019-11-26,PF,"Grant, Jerami",32.3,"3,700",den,v was, 117-104,28:11,   20pt 4rb 1as 2st 1trey 7-13fg 5-7ft
2019-11-26,SF,"Bertans, Davis",23,"6,000",was,@ den, 104-117,22:32,   14pt 5rb 1bl 3trey 3-9fg 5-7ft
2019-11-26,PF,"Green, JaMychal",21.1,"3,800",lac,@ dal, 114-99,23:17,   5pt 8rb 1as 2bl 1to 1trey 2-6fg
2019-11-26,SF,"Jr, Troy",20.8,"3,700",was,@ den, 104-117,22:49,   12pt 4rb 2as 1st 2to 5-8fg 2-2ft
2019-11-26,SF,"Jr, Tim",19.7,"5,400",dal,v lac, 99-114,29:28,   8pt 1rb 1as 3st 1trey 3-8fg 1-1ft
2019-11-26,PF,"Millsap, Paul",19.1,"6,600",den,v was, 117-104,19:49,   8pt 3rb 1as 2bl 3-9fg 2-3ft
2019-11-26,SF,"Harkless, Maurice",18.2,"3,800",lac,@ dal, 114-99,20:13,   2pt 6rb 2as 2st 0-2fg 2-6ft
2019-11-26,PF,"Hachimura, Rui",17.8,"5,000",was,@ den, 104-117,22:01,   7pt 4rb 2as 1st 1trey 3-10fg
2019-11-26,SF,"Miles, CJ",15.2,"3,500",was,@ den, 104-117,21:17,   5pt 1rb 2as 2st 1-7fg 3-5ft
2019-11-26,SF,"Smith, Dorian",14.5,"4,400",dal,v lac, 99-114,27:58,   7pt 5rb 1as 1trey 2-5fg 2-2ft
2019-11-26,PF,"Kleber, Maxi",9.2,"4,200",dal,v lac, 99-114,17:30,   0pt 6rb 1bl 1to 0-2fg
2019-11-26,SF,"Hernangomez, Juan",7.6,"3,500",den,v was, 117-104,11:45,   3pt 3rb 2as 2to 1trey 1-2fg
2019-11-26,SF,"Jackson, Justin",4.8,"3,500",dal,v lac, 99-114,2:08,   0pt 4rb
2019-11-26,SF,"Bonga, Isaac",4.7,"3,500",was,@ den, 104-117,5:51,   2pt 1rb 1as 1-1fg
2019-11-26,PF,"Patterson, Patrick",1.2,"3,500",lac,@ dal, 114-99,3:00,   0pt 1rb 0-1fg 0-2ft
2019-11-26,PF,"Porter, Michael",0,"3,500",den,v was, 117-104,0,   
2019-11-26,PF,"Broekhoff, Ryan",0,"3,500",dal,v lac, 99-114,0,   
2019-11-26,PF,"Coffey, Amir",0,"3,500",lac,@ dal, 114-99,0,   
2019-11-26,PF,"Roby, Isaiah",0,"3,500",dal,v lac, 99-114,0,   
2019-11-26,SF,"Vanderbilt, Jarred",0,"3,500",den,v was, 117-104,0,   
2019-11-26,SF,"Schofield, Admiral",0,"3,500",was,@ den, 104-117,0,   
2019-11-26,PF,"Motley, Johnathan",0,"3,500",lac,@ dal, 114-99,0,   
2019-11-26,SF,"Kabengele, Mfiondu",0,"3,500",lac,@ dal, 114-99,0,   
2019-11-26,SF,"Cancar, Vlatko",0,"3,500",den,v was, 117-104,0,   
2019-11-26,C,"Jokic, Nikola",36.5,"10,800",den,v was, 117-104,24:53,   8pt 20rb 5as 3to 4-8fg
2019-11-26,C,"Bryant, Thomas",34.6,"6,800",was,@ den, 104-117,22:45,   10pt 8rb 2as 2st 2bl 4-7fg 2-2ft
2019-11-26,C,"Plumlee, Mason",28.9,"4,100",den,v was, 117-104,23:07,   15pt 7rb 3as 1st 1bl 5to 7-8fg 1-4ft
2019-11-26,C,"Harrell, Montrezl",23.9,"7,600",lac,@ dal, 114-99,28:00,   12pt 7rb 1as 1st 1to 5-12fg 2-2ft
2019-11-26,C,"Wagner, Moritz",22.9,"4,500",was,@ den, 104-117,25:15,   14pt 2rb 3as 1st 1to 1trey 6-8fg 1-1ft
2019-11-26,C,"Powell, Dwight",22.1,"4,600",dal,v lac, 99-114,24:15,   10pt 3rb 1as 3st 2to 1trey 4-5fg 1-2ft
2019-11-26,C,"Zubac, Ivica",19.4,"4,200",lac,@ dal, 114-99,17:52,   11pt 7rb 4-7fg 3-3ft
2019-11-26,C,"Marjanovic, Boban",4,"3,600",dal,v lac, 99-114,8:06,   4pt 1-4fg 2-2ft
2019-11-26,C,"Mahinmi, Ian",0,"3,500",was,@ den, 104-117,0,   
2019-11-26,C,"Bol, Bol",0,"3,500",den,v was, 117-104,0,   
