Date,Position,"LastName, FirstName",FD PTS,Salary,Team,Opp Team,Score,Min,Statline
2019-10-31,SG,"Butler, Jimmy",55.3,"9,200",mia,@ atl, 106-97,35:11,   5pt 9rb 11as 6st 3bl 4to 2-10fg 1-2ft
2019-10-31,SG,"Bembry, DeAndre",44,"4,700",atl,v mia, 97-106,28:19,   18pt 10rb 8as 2st 4to 8-12fg 2-6ft
2019-10-31,SG,"Holiday, Jrue",39.5,"8,800",nor,v den, 122-107,31:51,   19pt 5rb 7as 2st 2to 5trey 7-17fg
2019-10-31,PG,"White, Derrick",37,"4,900",sas,@ lac, 97-103,24:50,   20pt 5rb 2as 1st 2bl 1to 3trey 6-11fg 5-6ft
2019-10-31,SG,"DeRozan, DeMar",36.4,"7,800",sas,@ lac, 97-103,35:06,   29pt 7rb 2as 1st 7to 13-21fg 3-4ft
2019-10-31,PG,"Nunn, Kendrick",33.4,"5,800",mia,@ atl, 106-97,33:04,   28pt 2rb 2st 3to 4trey 10-15fg 4-4ft
2019-10-31,PG,"Murray, Dejounte",29.4,"6,900",sas,@ lac, 97-103,23:10,   8pt 7rb 2as 3st 1bl 2to 2-5fg 4-6ft
2019-10-31,SG,"Herro, Tyler",28.3,"5,700",mia,@ atl, 106-97,30:27,   17pt 4rb 3as 1st 1to 3trey 7-16fg
2019-10-31,PG,"Ball, Lonzo",27.6,"7,400",nor,v den, 122-107,31:39,   9pt 3rb 8as 1st 1bl 3to 1trey 4-7fg
2019-10-31,PG,"Murray, Jamal",26.6,"7,100",den,@ nor, 107-122,26:17,   14pt 3rb 6as 1st 3to 1trey 6-14fg 1-1ft
2019-10-31,PG,"Jackson, Frank",26.6,"3,800",nor,v den, 122-107,19:18,   21pt 3rb 1st 1to 4trey 8-10fg 1-2ft
2019-10-31,PG,"Morris, Monte",21,"3,500",den,@ nor, 107-122,21:43,   9pt 8as 1trey 4-10fg
2019-10-31,PG,"Beverley, Patrick",20.3,"5,400",lac,v sas, 103-97,32:21,   8pt 4rb 5as 1trey 3-7fg 1-2ft
2019-10-31,SG,"Williams, Louis",19.9,"7,400",lac,v sas, 103-97,32:11,   12pt 2rb 5as 2to 1trey 5-19fg 1-2ft
2019-10-31,SG,"Harris, Gary",17.4,"5,600",den,@ nor, 107-122,27:57,   9pt 2rb 1st 1bl 1trey 4-10fg
2019-10-31,SG,"Beasley, Malik",15.9,"3,600",den,@ nor, 107-122,27:34,   11pt 2rb 1as 1st 2to 3trey 4-13fg
2019-10-31,PG,"Wallace, Tyrone",15.6,"4,700",atl,v mia, 97-106,19:28,   12pt 3rb 2as 3to 6-10fg
2019-10-31,SG,"Redick, JJ",15.4,"4,200",nor,v den, 122-107,17:15,   7pt 2rb 2as 1bl 1trey 2-2fg 2-2ft
