Date,Position,"LastName, FirstName",FD PTS,Salary,Team,Opp Team,Score,Min,Statline
2019-11-27,SG,"LaVine, Zach",59.5,"7,500",chi,@ gsw, 90-104,36:12,   36pt 5rb 5as 2st 2bl 2to 4trey 13-24fg 6-6ft
2019-11-27,SG,"Holiday, Jrue",56.2,"8,300",nor,v lal, 110-114,40:28,   29pt 6rb 12as 3st 7to 4trey 12-23fg 1-1ft
2019-11-27,PG,"Morant, Ja",55.5,"8,000",mem,v lac, 119-121,33:46,   20pt 5rb 11as 4st 1bl 2to 1trey 7-16fg 5-5ft
2019-11-27,PG,"Walker, Kemba",53.2,"7,500",bos,v bkn, 121-110,31:14,   39pt 6rb 4as 1st 2to 6trey 13-24fg 7-7ft
2019-11-27,SG,"Harden, James",52.7,"11,600",hou,v mia, 117-108,35:15,   34pt 6rb 5as 1st 1bl 2to 7trey 9-22fg 9-10ft
2019-11-27,SG,"Beal, Bradley",51.4,"9,500",was,@ pho, 140-132,39:42,   35pt 2rb 6as 1st 1bl 1to 4trey 11-18fg 9-10ft
2019-11-27,SG,"Williams, Louis",46.7,"7,700",lac,@ mem, 121-119,32:22,   24pt 1rb 13as 2st 4to 3trey 6-18fg 9-13ft
2019-11-27,SG,"Graham, Devonte",45.9,"7,200",cha,v det, 102-101,37:04,   16pt 7rb 15as 1to 3trey 6-15fg 1-1ft
2019-11-27,PG,"Westbrook, Russell",45.3,"8,600",hou,v mia, 117-108,36:27,   27pt 9rb 7as 2st 9to 11-21fg 5-6ft
2019-11-27,SG,"Booker, Devin",44.4,"8,400",pho,v was, 132-140,38:05,   27pt 2rb 8as 1st 1bl 3to 2trey 10-20fg 5-5ft
2019-11-27,PG,"Young, Trae",44.3,"9,600",atl,@ mil, 102-111,35:06,   29pt 4rb 7as 1st 3to 3trey 12-24fg 2-2ft
2019-11-27,SG,"DeRozan, DeMar",43.9,"8,000",sas,v min, 101-113,34:15,   20pt 7rb 5as 2st 1bl 1to 8-16fg 4-7ft
2019-11-27,SG,"Wiggins, Andrew",43.6,"8,300",min,@ sas, 113-101,35:49,   26pt 8rb 2as 2bl 1to 3trey 7-16fg 9-14ft
2019-11-27,PG,"Smith, Ishmael",43.3,"4,400",was,@ pho, 140-132,25:38,   21pt 4rb 7as 3st 2to 2trey 8-11fg 3-3ft
2019-11-27,PG,"Lillard, Damian",42.5,"9,200",por,v okc, 136-119,29:38,   27pt 5rb 5as 1st 1to 5trey 7-15fg 8-8ft
2019-11-27,PG,"Bledsoe, Eric",41,"7,600",mil,v atl, 111-102,36:44,   9pt 5rb 10as 2st 2bl 1to 4-9fg 1-1ft
2019-11-27,PG,"Satoransky, Tomas",39.9,"5,300",chi,@ gsw, 90-104,35:02,   19pt 7rb 7as 2st 4to 3trey 7-12fg 2-3ft
2019-11-27,SG,"Fournier, Evan",39.3,"6,500",orl,@ cle, 116-104,39:10,   30pt 4rb 1as 2st 3to 4trey 10-22fg 6-6ft
2019-11-27,SG,"Lamb, Jeremy",38.6,"6,300",ind,v uta, 121-102,31:48,   18pt 8rb 6as 1bl 1to 2trey 7-15fg 2-2ft
2019-11-27,PG,"Brogdon, Malcolm",37.8,"8,300",ind,v uta, 121-102,29:33,   22pt 4rb 8as 1to 2trey 10-18fg 0-1ft
2019-11-27,SG,"Herro, Tyler",37.1,"4,900",mia,@ hou, 108-117,35:33,   22pt 8rb 3as 2st 5to 3trey 8-18fg 3-4ft
2019-11-27,PG,"Beverley, Patrick",36.9,"5,900",lac,@ mem, 121-119,33:49,   6pt 7rb 11as 1st 2bl 3to 2trey 2-8fg
2019-11-27,PG,"Simmons, Ben",35.3,"8,700",phi,v sac, 97-91,36:55,   10pt 14rb 5as 2st 5to 5-11fg
2019-11-27,SG,"Dinwiddie, Spencer",35.1,"8,300",bkn,@ bos, 110-121,29:27,   16pt 3rb 11as 1to 2trey 5-19fg 4-5ft
2019-11-27,SG,"Bogdanovic, Bogdan",34.9,"6,700",sac,@ phi, 91-97,28:15,   17pt 2rb 3as 4st 1to 2trey 7-15fg 1-2ft
2019-11-27,SG,"Mitchell, Donovan",33.5,"8,300",uta,@ ind, 102-121,30:36,   26pt 1as 1st 1bl 2trey 10-23fg 4-4ft
2019-11-27,SG,"Barrett, RJ",33,"6,500",nyk,@ tor, 98-126,30:37,   16pt 5rb 4as 3st 4to 2trey 5-17fg 4-6ft
2019-11-27,SG,"Temple, Garrett",32.9,"4,900",bkn,@ bos, 110-121,30:39,   22pt 2rb 3as 1st 1bl 2to 6trey 8-14fg
2019-11-27,PG,"Augustin, DJ",32.4,"4,800",orl,@ cle, 116-104,29:33,   8pt 2rb 10as 3st 2to 3-8fg 2-2ft
2019-11-27,PG,"Sexton, Collin",32.4,"5,700",cle,v orl, 104-116,32:12,   20pt 7rb 6as 5to 1trey 8-14fg 3-3ft
2019-11-27,SG,"Hield, Buddy",32.2,"7,000",sac,@ phi, 91-97,37:04,   22pt 6rb 4as 3to 3trey 9-24fg 1-1ft
2019-11-27,SG,"Middleton, Khris",30.1,"6,500",mil,v atl, 111-102,19:33,   16pt 3rb 3as 2st 1trey 5-13fg 5-6ft
2019-11-27,SG,"Redick, JJ",28.8,"5,100",nor,v lal, 110-114,35:08,   18pt 4rb 2as 1st 5trey 5-12fg 3-4ft
2019-11-27,SG,"McCollum, CJ",28.4,"7,000",por,v okc, 136-119,28:16,   22pt 2rb 4as 2to 4trey 8-16fg 2-2ft
2019-11-27,SG,"Okobo, Elie",28.2,"3,900",pho,v was, 132-140,20:47,   13pt 1rb 8as 1st 1to 3trey 5-9fg
2019-11-27,SG,"Davis, Terence",27.3,"4,300",tor,v nyk, 126-98,28:45,   15pt 4rb 5as 3trey 6-13fg
2019-11-27,SG,"Ross, Terrence",26.8,"4,500",orl,@ cle, 116-104,22:43,   16pt 4rb 2as 1st 1trey 7-12fg 1-1ft
2019-11-27,PG,"McConnell, TJ",26.4,"4,100",ind,v uta, 121-102,18:27,   12pt 2rb 4as 3st 3to 5-8fg 2-2ft
2019-11-27,PG,"Paul, Chris",25.9,"7,300",okc,@ por, 119-136,25:09,   16pt 2rb 5as 6-12fg 4-4ft
2019-11-27,PG,"Rose, Derrick",25.2,"5,400",det,@ cha, 101-102,25:15,   13pt 1rb 8as 1to 1trey 6-15fg
2019-11-27,PG,"Teague, Jeff",24.6,"6,400",min,@ sas, 113-101,31:57,   7pt 3rb 6as 1st 1bl 1to 1trey 2-8fg 2-2ft
2019-11-27,PG,"Rozier, Terry",23.9,"7,000",cha,v det, 102-101,34:28,   12pt 2rb 3as 1st 1bl 1to 3trey 3-11fg 3-3ft
2019-11-27,PG,"Johnson, Tyler",23.8,"3,700",pho,v was, 132-140,18:54,   11pt 4rb 4as 1st 1to 1trey 3-7fg 4-6ft
2019-11-27,PG,"Rubio, Ricky",23.2,"6,800",pho,v was, 132-140,25:23,   18pt 1rb 4as 2to 1trey 6-11fg 5-6ft
2019-11-27,PG,"Thomas, Isaiah",23.1,"4,800",was,@ pho, 140-132,25:26,   12pt 3rb 5as 1st 3to 2trey 5-12fg
2019-11-27,SG,"DiVincenzo, Donte",22.2,"5,000",mil,v atl, 111-102,27:53,   12pt 6rb 2as 5-10fg 2-2ft
2019-11-27,PG,"Fultz, Markelle",21.6,"6,000",orl,@ cle, 116-104,28:23,   15pt 3rb 4as 3to 1trey 7-12fg
2019-11-27,SG,"VanVleet, Fred",21.6,"8,000",tor,v nyk, 126-98,30:28,   15pt 3rb 4as 3to 2trey 5-9fg 3-4ft
2019-11-27,PG,"Smart, Marcus",21.3,"6,700",bos,v bkn, 121-110,35:30,   10pt 4rb 5as 1to 2trey 3-8fg 2-2ft
2019-11-27,PG,"White, Derrick",21,"4,800",sas,v min, 101-113,24:10,   9pt 6as 1bl 1trey 2-9fg 4-4ft
2019-11-27,PG,"Nunn, Kendrick",21,"5,600",mia,@ hou, 108-117,28:08,   9pt 4as 1st 1bl 3trey 3-11fg
2019-11-27,SG,"Alexander, Shai",20.9,"6,900",okc,@ por, 119-136,29:40,   11pt 2rb 5as 4-10fg 3-5ft
2019-11-27,SG,"McGruder, Rodney",20.5,"3,600",lac,@ mem, 121-119,22:58,   7pt 5rb 1as 2st 1trey 3-7fg
2019-11-27,SG,"Robinson, Duncan",20.1,"4,200",mia,@ hou, 108-117,21:24,   13pt 3rb 1as 1st 1to 3trey 4-8fg 2-2ft
2019-11-27,PG,"Wanamaker, Brad",20.1,"4,300",bos,v bkn, 121-110,19:13,   13pt 3rb 1as 1bl 1to 2trey 5-7fg 1-1ft
