Date,Position,"LastName, FirstName",FD PTS,Salary,Team,Opp Team,Score,Min,Statline
2019-11-01,PG,"Doncic, Luka",66.1,"9,800",dal,v lal, 110-119,38:08,   31pt 13rb 15as 1bl 6to 4trey 10-23fg 7-8ft
2019-11-01,PG,"Westbrook, Russell",60.4,"10,200",hou,@ bkn, 116-123,36:24,   27pt 7rb 8as 4st 1bl 2to 1trey 12-25fg 2-4ft
2019-11-01,SG,"Harden, James",49,"11,200",hou,@ bkn, 116-123,36:39,   36pt 5rb 8as 5to 2trey 10-31fg 14-15ft
2019-11-01,PG,"Walker, Kemba",47.7,"8,700",bos,v nyk, 104-102,35:37,   33pt 6rb 5as 1st 3to 3trey 8-19fg 14-14ft
2019-11-01,SG,"Russell, D",47.6,"9,400",gsw,v sas, 110-127,33:02,   30pt 3rb 8as 1bl 1to 3trey 9-24fg 9-10ft
2019-11-01,PG,"Brogdon, Malcolm",44.6,"9,200",ind,v cle, 102-95,33:02,   25pt 8rb 6as 1st 1bl 5to 1trey 8-16fg 8-8ft
2019-11-01,SG,"Rose, Derrick",42.7,"5,700",det,@ chi, 106-112,24:40,   23pt 1rb 7as 3st 1bl 4to 8-13fg 7-9ft
2019-11-01,SG,"Lamb, Jeremy",42.5,"6,400",ind,v cle, 102-95,34:51,   21pt 10rb 1as 2st 1bl 1to 1trey 7-13fg 6-6ft
2019-11-01,SG,"Temple, Garrett",40.9,"3,500",bkn,v hou, 123-116,24:03,   16pt 7rb 3as 2st 2bl 4trey 6-9fg
2019-11-01,SG,"Mitchell, Donovan",40.8,"8,300",uta,@ sac, 101-102,35:11,   24pt 4rb 2as 3st 1trey 9-19fg 5-6ft
2019-11-01,PG,"Irving, Kyrie",38.8,"10,300",bkn,v hou, 123-116,34:29,   22pt 4rb 10as 1bl 6to 5trey 7-18fg 3-4ft
2019-11-01,PG,"Mills, Patty",38.6,"3,800",sas,@ gsw, 127-110,22:01,   31pt 3rb 2as 1st 2to 6trey 10-16fg 5-5ft
2019-11-01,PG,"Conley, Mike",37.8,"6,900",uta,@ sac, 101-102,33:05,   19pt 4rb 4as 4st 4to 3trey 5-13fg 6-8ft
2019-11-01,PG,"Fox, De",37,"8,500",sac,v uta, 102-101,36:49,   25pt 5rb 4as 1bl 3to 8-17fg 9-12ft
2019-11-01,PG,"Bledsoe, Eric",36.2,"6,300",mil,@ orl, 123-91,27:04,   18pt 6rb 6as 1st 1to 2trey 8-15fg
2019-11-01,SG,"Barrett, RJ",34.9,"6,700",nyk,@ bos, 102-104,39:07,   15pt 7rb 5as 1st 1bl 2to 1trey 5-17fg 4-6ft
2019-11-01,SG,"Clarkson, Jordan",33.9,"4,400",cle,@ ind, 95-102,27:04,   20pt 2rb 5as 1st 1bl 2to 1trey 6-12fg 7-7ft
2019-11-01,SG,"LeVert, Caris",33.8,"6,800",bkn,v hou, 123-116,32:13,   25pt 4rb 4as 1st 5to 1trey 8-15fg 8-9ft
2019-11-01,PG,"Sexton, Collin",33.6,"4,800",cle,@ ind, 95-102,37:22,   21pt 3rb 2as 2st 2trey 9-21fg 1-2ft
2019-11-01,SG,"DiVincenzo, Donte",31.1,"3,500",mil,@ orl, 123-91,17:22,   14pt 3rb 3as 2st 1bl 4trey 5-11fg
2019-11-01,SG,"LaVine, Zach",30.5,"7,600",chi,v det, 112-106,32:14,   26pt 5rb 3as 6to 3trey 8-20fg 7-8ft
2019-11-01,SG,"DeRozan, DeMar",27.7,"7,800",sas,@ gsw, 127-110,29:18,   13pt 1rb 11as 3to 4-7fg 5-7ft
2019-11-01,PG,"Ntilikina, Frank",27.6,"3,600",nyk,@ bos, 102-104,37:46,   10pt 3rb 2as 3st 1bl 1to 2trey 4-9fg
2019-11-01,SG,"Bradley, Avery",25,"3,600",lal,@ dal, 119-110,38:36,   11pt 5rb 2as 2st 1to 1trey 5-12fg
2019-11-01,SG,"Lee, Damion",24.8,"3,600",gsw,v sas, 110-127,25:15,   16pt 4rb 2as 1st 2to 2trey 6-9fg 2-3ft
