Date,Position,"LastName, FirstName",FD PTS,Salary,Team,Opp Team,Score,Min,Statline
2019-11-30,SG,"Harden, James",82.6,"11,500",hou,v atl, 158-111,30:41,   60pt 3rb 8as 3st 1bl 5to 8trey 16-24fg 20-23ft
2019-11-30,PG,"Simmons, Ben",53.7,"8,700",phi,v ind, 119-116,37:46,   15pt 6rb 13as 4st 1bl 3to 4-13fg 7-7ft
2019-11-30,PG,"Young, Trae",48.1,"9,800",atl,@ hou, 111-158,31:23,   37pt 3rb 7as 3to 5trey 10-16fg 12-13ft
2019-11-30,SG,"Harris, Gary",45.1,"4,900",den,@ sac, 97-100,37:34,   25pt 3rb 1as 3st 2bl 4trey 8-16fg 5-6ft
2019-11-30,SG,"McLemore, Ben",43.1,"3,700",hou,v atl, 158-111,33:52,   24pt 13rb 1as 1st 1to 6trey 9-14fg
2019-11-30,SG,"Hield, Buddy",41.9,"6,900",sac,v den, 100-97,40:28,   21pt 7rb 3as 2st 1bl 1to 3trey 7-20fg 4-5ft
2019-11-30,PG,"Brogdon, Malcolm",40.8,"8,600",ind,@ phi, 116-119,37:46,   28pt 4rb 6as 1st 4to 2trey 9-15fg 8-8ft
2019-11-30,SG,"Graham, Devonte",35.3,"7,300",cha,@ mil, 96-137,28:32,   24pt 4rb 5as 1to 4trey 10-18fg
2019-11-30,PG,"Rozier, Terry",35.2,"6,900",cha,@ mil, 96-137,30:18,   19pt 6rb 2as 2st 5trey 7-17fg
2019-11-30,PG,"Murray, Jamal",32.8,"7,700",den,@ sac, 97-100,36:53,   15pt 4rb 6as 2st 2to 1trey 6-16fg 2-2ft
2019-11-30,PG,"Westbrook, Russell",32.6,"9,000",hou,v atl, 158-111,26:41,   15pt 8rb 8as 4to 1trey 6-11fg 2-2ft
2019-11-30,PG,"Rivers, Austin",30.2,"3,600",hou,v atl, 158-111,31:49,   14pt 6rb 4as 1st 2trey 5-12fg 2-3ft
