Date,Position,"LastName, FirstName",FD PTS,Salary,Team,Opp Team,Score,Min,Statline
2019-11-17,PG,"Murray, Jamal",67.8,"7,100",den,@ mem, 131-114,31:13,   39pt 4rb 8as 3st 1bl 7trey 14-24fg 4-4ft
2019-11-17,SG,"Hield, Buddy",57.2,"7,000",sac,v bos, 100-99,38:21,   35pt 6rb 2as 4st 1bl 3to 7trey 14-24fg
2019-11-17,SG,"Beal, Bradley",53.2,"9,800",was,@ orl, 121-125,39:36,   34pt 6rb 8as 1st 3to 5trey 12-26fg 5-6ft
2019-11-17,SG,"Holiday, Jrue",47.1,"9,400",nor,v gsw, 108-100,37:28,   22pt 8rb 9as 1st 1bl 4to 9-23fg 4-4ft
2019-11-17,PG,"Young, Trae",43.1,"10,400",atl,@ lal, 101-122,39:04,   31pt 3rb 7as 2st 8to 2trey 11-22fg 7-8ft
2019-11-17,SG,"Fournier, Evan",41.7,"5,600",orl,v was, 125-121,31:05,   25pt 1rb 9as 1st 1to 5trey 7-13fg 6-8ft
2019-11-17,PG,"Simmons, Ben",37.3,"8,500",phi,@ cle, 114-95,25:50,   10pt 4rb 11as 1st 2bl 3to 5-8fg
2019-11-17,SG,"Bogdanovic, Bogdan",36.6,"6,900",sac,v bos, 100-99,31:08,   12pt 3rb 10as 2st 2trey 5-14fg
2019-11-17,SG,"Green, Danny",33.4,"4,000",lal,v atl, 122-101,23:46,   11pt 7rb 2as 2st 2bl 1to 3trey 4-7fg
2019-11-17,SG,"Redick, JJ",33.1,"4,800",nor,v gsw, 108-100,35:50,   26pt 3rb 3as 1to 6trey 8-16fg 4-4ft
2019-11-17,SG,"Walker, Nickeil",33,"3,500",nor,v gsw, 108-100,34:31,   19pt 5rb 4as 1st 1to 5trey 7-18fg
2019-11-17,PG,"Walker, Kemba",30.7,"9,100",bos,@ sac, 99-100,32:00,   15pt 1rb 9as 1st 2to 5-12fg 5-5ft
2019-11-17,PG,"Bowman, Ky",30.4,"3,800",gsw,@ nor, 100-108,27:39,   19pt 2rb 4as 1st 3trey 8-16fg
2019-11-17,SG,"Clarkson, Jordan",27.9,"4,900",cle,v phi, 95-114,22:32,   15pt 2rb 3as 1st 1bl 1trey 4-9fg 6-7ft
2019-11-17,SG,"Smart, Marcus",27.5,"6,500",bos,@ sac, 99-100,32:33,   5pt 5rb 9as 1st 1trey 2-16fg
2019-11-17,SG,"Ross, Terrence",27.3,"4,500",orl,v was, 125-121,24:40,   15pt 4rb 1as 2st 1trey 4-11fg 6-6ft
2019-11-17,PG,"Thomas, Isaiah",26.5,"5,800",was,@ orl, 121-125,28:43,   13pt 5as 2st 6-13fg 1-2ft
2019-11-17,PG,"Sexton, Collin",25.3,"5,700",cle,v phi, 95-114,28:13,   17pt 4rb 1as 1st 1to 7-17fg 3-4ft
2019-11-17,PG,"Fultz, Markelle",24.6,"4,700",orl,v was, 125-121,25:54,   19pt 3rb 2as 1st 4to 2trey 8-10fg 1-1ft
2019-11-17,PG,"Melton, De",23.8,"3,500",mem,v den, 114-131,10:50,   10pt 4rb 2as 1st 1bl 2trey 3-5fg 2-2ft
2019-11-17,PG,"Rondo, Rajon",22.9,"4,300",lal,v atl, 122-101,23:48,   15pt 2rb 3as 1st 2to 2trey 5-9fg 3-3ft
