Date,Position,"LastName, FirstName",FD PTS,Salary,Team,Opp Team,Score,Min,Statline
2019-11-15,SG,"Harden, James",70.1,"12,500",hou,v ind, 111-102,40:27,   44pt 8rb 5as 4st 3to 6trey 13-26fg 12-14ft
2019-11-15,SG,"Beal, Bradley",66.6,"9,300",was,@ min, 137-116,36:58,   44pt 3rb 10as 2st 1bl 5to 1trey 15-22fg 13-14ft
2019-11-15,SG,"Mitchell, Donovan",54.3,"8,600",uta,@ mem, 106-107,36:01,   29pt 9rb 5as 2st 1bl 2to 1trey 9-21fg 10-10ft
2019-11-15,PG,"Paul, Chris",44.1,"6,900",okc,v phi, 127-119,38:28,   27pt 8rb 5as 1trey 7-13fg 12-12ft
2019-11-15,PG,"Morant, Ja",42.8,"7,300",mem,v uta, 107-106,30:25,   25pt 4rb 8as 1st 2to 2trey 9-22fg 5-6ft
2019-11-15,PG,"Simmons, Ben",39.2,"8,300",phi,@ okc, 119-127,45:33,   16pt 11rb 8as 1st 5to 6-8fg 4-6ft
2019-11-15,PG,"Walker, Kemba",38.5,"9,100",bos,@ gsw, 105-100,34:52,   20pt 5rb 5as 1st 1bl 1to 3trey 6-19fg 5-5ft
2019-11-15,SG,"Graham, Devonte",38,"7,200",cha,v det, 109-106,38:27,   18pt 5rb 10as 1to 2trey 8-23fg
2019-11-15,PG,"Westbrook, Russell",37.6,"9,500",hou,v ind, 111-102,35:12,   17pt 8rb 6as 1st 1to 1trey 5-21fg 6-6ft
2019-11-15,SG,"Fournier, Evan",36.3,"5,400",orl,v sas, 111-109,32:18,   26pt 4rb 3as 1st 2to 5trey 9-15fg 3-4ft
2019-11-15,PG,"Rozier, Terry",36,"7,400",cha,v det, 109-106,32:40,   19pt 5rb 2as 3st 1to 2trey 8-18fg 1-1ft
2019-11-15,SG,"Galloway, Langston",35.9,"4,600",det,@ cha, 106-109,37:34,   32pt 2rb 1as 7trey 11-16fg 3-3ft
2019-11-15,SG,"Alexander, Shai",34.9,"7,300",okc,v phi, 127-119,40:25,   24pt 2rb 3as 2st 2to 1trey 9-19fg 5-6ft
2019-11-15,SG,"Richardson, Josh",33.6,"6,400",phi,@ okc, 119-127,33:50,   28pt 3rb 2as 1st 4to 3trey 10-15fg 5-6ft
2019-11-15,SG,"Hield, Buddy",33.1,"7,000",sac,@ lal, 97-99,37:50,   21pt 8rb 3as 1st 5to 6trey 6-15fg 3-3ft
2019-11-15,SG,"Bogdanovic, Bogdan",32.1,"6,900",sac,@ lal, 97-99,36:53,   18pt 3rb 5as 2st 3to 3trey 7-13fg 1-1ft
2019-11-15,SG,"DeRozan, DeMar",31.9,"7,800",sas,@ orl, 109-111,36:32,   21pt 2rb 5as 1st 2to 9-15fg 3-3ft
2019-11-15,SG,"Smart, Marcus",31.6,"6,500",bos,@ gsw, 105-100,34:55,   15pt 3rb 4as 2st 1bl 2to 5trey 5-12fg
2019-11-15,SG,"Martin, Cody",30.7,"3,500",cha,v det, 109-106,26:18,   7pt 6rb 5as 3st 2-6fg 3-6ft
2019-11-15,PG,"Teague, Jeff",29.7,"6,600",min,v was, 116-137,28:30,   13pt 1rb 11as 1bl 4to 4-13fg 5-6ft
