Date,Position,"LastName, FirstName",FD PTS,Salary,Team,Opp Team,Score,Min,Statline
2019-11-02,PG,"Lillard, Damian",51.5,"10,200",por,v phi, 128-129,39:04,   33pt 5rb 9as 2st 7to 8trey 11-16fg 3-3ft
2019-11-02,PG,"Lowry, Kyle",46.8,"8,200",tor,@ mil, 105-115,38:02,   36pt 4rb 6as 1bl 6to 5trey 11-18fg 9-9ft
2019-11-02,PG,"Irving, Kyrie",46.2,"10,100",bkn,@ det, 109-113,33:11,   20pt 11rb 10as 2to 8-21fg 4-4ft
2019-11-02,PG,"Simmons, Ben",46.2,"9,500",phi,@ por, 129-128,36:26,   18pt 11rb 8as 2st 3to 7-16fg 4-5ft
2019-11-02,PG,"Teague, Jeff",44.3,"5,700",min,@ was, 131-109,27:37,   15pt 4rb 13as 3st 4to 2trey 6-12fg 1-1ft
2019-11-02,SG,"Bacon, Dwayne",41.2,"4,300",cha,@ gsw, 93-87,37:21,   25pt 6rb 2as 2st 10-21fg 5-5ft
2019-11-02,SG,"Brown, Bruce",40.9,"3,500",det,v bkn, 113-109,40:15,   22pt 2rb 7as 2st 8-20fg 6-8ft
2019-11-02,SG,"Alexander, Shai",40.6,"7,800",okc,v nor, 115-104,35:31,   23pt 8rb 4as 1bl 1to 3trey 8-14fg 4-5ft
2019-11-02,SG,"Hart, Josh",39.5,"5,500",nor,@ okc, 104-115,30:03,   12pt 15rb 3as 1st 1bl 1to 2trey 5-11fg
2019-11-02,SG,"Wiggins, Andrew",38,"6,600",min,@ was, 131-109,26:25,   21pt 5rb 6as 1bl 1to 4trey 7-16fg 3-4ft
2019-11-02,PG,"Morant, Ja",37.1,"7,500",mem,v pho, 105-114,28:43,   24pt 3rb 7as 1st 4to 2trey 9-16fg 4-4ft
2019-11-02,SG,"Schroder, Dennis",35.8,"6,000",okc,v nor, 115-104,29:13,   17pt 9rb 2as 1st 1bl 1to 7-17fg 3-5ft
2019-11-02,PG,"Paul, Chris",35.7,"7,100",okc,v nor, 115-104,29:17,   15pt 1rb 9as 3st 3to 3trey 5-9fg 2-2ft
2019-11-02,PG,"Rozier, Terry",34.5,"7,400",cha,@ gsw, 93-87,36:33,   20pt 5rb 7as 2to 8-17fg 4-8ft
2019-11-02,PG,"Bowman, Ky",34.4,"4,000",gsw,v cha, 87-93,38:42,   16pt 7rb 4as 2st 2to 2trey 6-11fg 2-2ft
2019-11-02,PG,"Bledsoe, Eric",34.3,"6,000",mil,v tor, 115-105,24:28,   14pt 9rb 5as 1st 1to 1trey 5-12fg 3-3ft
2019-11-02,PG,"Ball, Lonzo",34.1,"7,300",nor,@ okc, 104-115,32:31,   10pt 8rb 7as 3st 5to 2trey 4-11fg 0-2ft
2019-11-02,PG,"Rubio, Ricky",33,"6,500",pho,@ mem, 114-105,35:15,   11pt 5rb 6as 3st 2to 1trey 4-12fg 2-3ft
2019-11-02,SG,"Richardson, Josh",31.8,"6,000",phi,@ por, 129-128,35:51,   17pt 4rb 6as 1st 1bl 5to 1trey 7-15fg 2-2ft
2019-11-02,PG,"Thomas, Isaiah",31.3,"4,900",was,v min, 109-131,19:27,   16pt 4rb 7as 1bl 3to 2trey 6-14fg 2-2ft
2019-11-02,PG,"Murray, Jamal",30.8,"6,600",den,@ orl, 91-87,32:16,   22pt 4rb 2as 1st 2to 2trey 7-15fg 6-6ft
2019-11-02,SG,"Holiday, Jrue",29.6,"8,500",nor,@ okc, 104-115,34:51,   16pt 3rb 6as 1st 2to 2trey 6-15fg 2-2ft
2019-11-02,SG,"VanVleet, Fred",28.7,"7,000",tor,@ mil, 105-115,41:17,   12pt 6rb 7as 1to 2trey 2-10fg 6-6ft
2019-11-02,SG,"Beal, Bradley",28.5,"9,900",was,v min, 109-131,27:53,   30pt 1as 1st 6to 3trey 8-19fg 11-13ft
2019-11-02,SG,"Ross, Terrence",27.5,"3,800",orl,v den, 87-91,22:19,   10pt 5rb 3as 2st 1bl 2to 2trey 4-9fg
2019-11-02,SG,"Harris, Gary",25.8,"5,400",den,@ orl, 91-87,34:33,   13pt 4rb 4as 1st 1to 1trey 5-10fg 2-4ft
2019-11-02,SG,"Redick, JJ",25.1,"4,000",nor,@ okc, 104-115,26:52,   17pt 3rb 1as 1st 4trey 6-12fg 1-2ft
2019-11-02,PG,"Dinwiddie, Spencer",24.6,"6,200",bkn,@ det, 109-113,25:25,   16pt 3rb 6as 4to 1trey 5-10fg 5-6ft
2019-11-02,SG,"Diallo, Hamidou",24.5,"4,500",okc,v nor, 115-104,29:30,   12pt 5rb 1as 1st 1bl 1to 5-14fg 2-3ft
2019-11-02,SG,"Korkmaz, Furkan",23.6,"3,600",phi,@ por, 129-128,19:41,   11pt 3rb 2as 2bl 3trey 4-9fg
2019-11-02,SG,"Middleton, Khris",23.3,"7,600",mil,v tor, 115-105,33:42,   11pt 4rb 7as 3to 4-12fg 3-4ft
2019-11-02,PG,"Smith, Ishmael",22.6,"4,800",was,v min, 109-131,31:17,   7pt 3rb 4as 1st 1bl 1trey 3-8fg
2019-11-02,SG,"Brooks, Dillon",21.9,"4,600",mem,v pho, 105-114,23:44,   16pt 2rb 1as 1st 1to 2trey 6-12fg 2-2ft
2019-11-02,SG,"LeVert, Caris",21.7,"6,600",bkn,@ det, 109-113,27:39,   14pt 6rb 1as 1to 6-17fg 2-3ft
2019-11-02,PG,"Fultz, Markelle",21.2,"4,400",orl,v den, 87-91,24:55,   9pt 1rb 2as 3st 1to 4-7fg 1-1ft
2019-11-02,PG,"Jones, Tyus",21,"3,800",mem,v pho, 105-114,22:10,   6pt 6as 2st 3-7fg 0-3ft
2019-11-02,SG,"Snell, Tony",20.8,"3,700",det,v bkn, 113-109,30:36,   10pt 4rb 1st 1bl 2trey 4-9fg
2019-11-02,SG,"Booker, Devin",20.2,"8,700",pho,@ mem, 114-105,31:28,   21pt 1rb 2as 5to 3trey 8-13fg 2-2ft
2019-11-02,SG,"Galloway, Langston",20.1,"3,700",det,v bkn, 113-109,27:37,   12pt 3rb 1as 1st 2trey 4-8fg 2-2ft
2019-11-02,SG,"Anderson, Kyle",19.8,"4,700",mem,v pho, 105-114,19:33,   8pt 4rb 2as 2bl 2to 3-7fg 2-4ft
2019-11-02,PG,"Morris, Monte",19.6,"3,500",den,@ orl, 91-87,15:52,   10pt 3rb 2st 1trey 3-7fg 3-4ft
2019-11-02,SG,"McCollum, CJ",19.1,"6,800",por,v phi, 128-129,38:22,   16pt 3rb 1as 2to 6-15fg 4-4ft
2019-11-02,SG,"Fournier, Evan",18.9,"5,000",orl,v den, 87-91,27:05,   11pt 2rb 5as 2to 1trey 5-12fg
