Date,Position,"LastName, FirstName",FD PTS,Salary,Team,Opp Team,Score,Min,Statline
2019-11-20,PG,"Doncic, Luka",67.5,"11,500",dal,v gsw, 142-94,25:30,   35pt 10rb 11as 3st 5to 6trey 11-18fg 7-8ft
2019-11-20,PG,"Beverley, Patrick",56.7,"4,900",lac,v bos, 107-104,40:41,   14pt 16rb 7as 3st 2bl 2to 4trey 5-11fg
2019-11-20,PG,"Simmons, Ben",50.9,"8,300",phi,v nyk, 109-104,41:46,   18pt 7rb 13as 1st 1bl 1to 1trey 7-9fg 3-4ft
2019-11-20,SG,"Butler, Jimmy",49.5,"9,500",mia,v cle, 124-100,32:26,   21pt 5rb 5as 2st 4bl 3to 2trey 3-16fg 13-13ft
2019-11-20,PG,"Young, Trae",47.4,"9,700",atl,v mil, 127-135,33:02,   25pt 2rb 8as 3st 1to 1trey 8-22fg 8-10ft
2019-11-20,SG,"Harden, James",46.9,"11,700",hou,@ den, 95-105,37:06,   27pt 7rb 7as 3st 8to 4trey 8-16fg 7-10ft
2019-11-20,PG,"Harrison, Shaquille",45.7,"3,500",chi,v det, 109-89,26:17,   15pt 11rb 5as 3st 1bl 2to 1trey 7-12fg 0-2ft
2019-11-20,SG,"DeRozan, DeMar",45.3,"8,000",sas,@ was, 132-138,39:53,   31pt 4rb 5as 1bl 1to 9-13fg 13-17ft
2019-11-20,PG,"Bledsoe, Eric",40.9,"7,300",mil,@ atl, 135-127,25:02,   28pt 7rb 5as 1bl 6to 3trey 8-17fg 9-11ft
2019-11-20,SG,"Dinwiddie, Spencer",40.8,"7,300",bkn,v cha, 101-91,36:50,   20pt 4rb 8as 2st 2to 2trey 7-18fg 4-4ft
2019-11-20,SG,"Forbes, Bryn",40.3,"4,300",sas,@ was, 132-138,33:00,   19pt 4rb 7as 2st 3trey 6-14fg 4-5ft
2019-11-20,SG,"Beal, Bradley",39.8,"9,900",was,v sas, 138-132,38:07,   33pt 4rb 4as 4to 3trey 14-24fg 2-2ft
2019-11-20,SG,"VanVleet, Fred",38.7,"7,900",tor,v orl, 113-97,34:46,   24pt 1rb 7as 2st 3to 1trey 10-19fg 3-4ft
2019-11-20,SG,"Mitchell, Donovan",38.4,"8,300",uta,@ min, 103-95,37:37,   26pt 7rb 2as 1bl 2to 5trey 9-24fg 3-3ft
2019-11-20,PG,"Conley, Mike",38.2,"6,700",uta,@ min, 103-95,30:51,   16pt 6rb 8as 1st 2trey 6-12fg 2-2ft
2019-11-20,SG,"Davis, Terence",38.1,"4,000",tor,v orl, 113-97,27:03,   19pt 8rb 5as 1bl 1to 3trey 7-10fg 2-2ft
2019-11-20,PG,"Murray, Jamal",37.7,"7,400",den,v hou, 105-95,33:25,   10pt 1rb 9as 6st 5to 2trey 4-16fg
2019-11-20,SG,"Smart, Marcus",36.6,"6,300",bos,@ lac, 104-107,40:05,   15pt 3rb 8as 2st 1trey 7-20fg
2019-11-20,SG,"Fournier, Evan",33.9,"6,100",orl,@ tor, 97-113,27:51,   21pt 2rb 3as 3st 3to 3trey 7-15fg 4-5ft
2019-11-20,PG,"Westbrook, Russell",33.9,"9,600",hou,@ den, 95-105,34:53,   25pt 2rb 5as 1to 2trey 8-22fg 7-9ft
2019-11-20,PG,"Smith, Ishmael",33.8,"3,900",was,v sas, 138-132,23:50,   21pt 4rb 4as 1bl 1to 3trey 9-12fg 0-1ft
2019-11-20,PG,"Satoransky, Tomas",33.3,"4,800",chi,v det, 109-89,26:10,   15pt 4rb 7as 2st 3to 3trey 6-11fg
2019-11-20,SG,"Wiggins, Andrew",31.9,"8,700",min,v uta, 95-103,34:09,   22pt 7rb 3as 3to 1trey 10-24fg 1-3ft
2019-11-20,SG,"Williams, Louis",31.4,"6,800",lac,v bos, 107-104,36:40,   27pt 2rb 2as 2st 7to 3trey 10-21fg 4-4ft
2019-11-20,SG,"Robinson, Duncan",31.4,"3,600",mia,v cle, 124-100,34:07,   29pt 2rb 9trey 9-15fg 2-2ft
2019-11-20,PG,"Murray, Dejounte",30,"6,400",sas,@ was, 132-138,19:23,   15pt 5rb 2as 3st 3to 1trey 7-11fg
2019-11-20,PG,"Mills, Patty",29.2,"3,600",sas,@ was, 132-138,30:07,   16pt 1rb 6as 2st 3to 4trey 6-10fg
2019-11-20,PG,"Dragic, Goran",28.8,"5,800",mia,v cle, 124-100,26:22,   13pt 4rb 6as 1bl 1to 1trey 6-13fg
2019-11-20,SG,"Craig, Torrey",28.7,"3,500",den,v hou, 105-95,18:56,   8pt 1rb 3as 2st 3bl 4-6fg 0-3ft
2019-11-20,PG,"Brunson, Jalen",26.5,"3,700",dal,v gsw, 142-94,22:30,   15pt 5rb 5as 2to 1trey 6-6fg 2-2ft
2019-11-20,PG,"Sexton, Collin",26.4,"5,700",cle,@ mia, 100-124,27:05,   19pt 2rb 2st 1to 1trey 8-16fg 2-3ft
2019-11-20,SG,"Barrett, RJ",25.9,"6,900",nyk,@ phi, 104-109,35:48,   8pt 7rb 3as 2st 1bl 4to 4-12fg
2019-11-20,SG,"DiVincenzo, Donte",25.5,"5,000",mil,@ atl, 135-127,24:34,   11pt 5rb 3as 2st 2to 2trey 4-9fg 1-2ft
2019-11-20,PG,"Wanamaker, Brad",25.1,"4,000",bos,@ lac, 104-107,27:11,   14pt 3rb 5as 1st 3to 2trey 4-8fg 4-4ft
2019-11-20,SG,"Herro, Tyler",25.1,"4,500",mia,v cle, 124-100,30:58,   22pt 3rb 3as 5to 4trey 9-13fg
2019-11-20,PG,"Teague, Jeff",24.8,"6,400",min,v uta, 95-103,33:40,   12pt 4rb 6as 1to 1trey 2-9fg 7-11ft
2019-11-20,SG,"Graham, Devonte",24.6,"7,100",cha,@ bkn, 91-101,38:15,   17pt 3rb 6as 5to 4trey 5-16fg 3-4ft
2019-11-20,PG,"Rose, Derrick",24.6,"5,300",det,@ chi, 89-109,24:26,   18pt 3rb 2as 1st 3to 5-11fg 8-9ft
2019-11-20,PG,"Rozier, Terry",24.2,"6,900",cha,@ bkn, 91-101,32:31,   18pt 6rb 2as 4to 2trey 5-14fg 6-7ft
2019-11-20,PG,"Fultz, Markelle",24,"4,800",orl,@ tor, 97-113,25:34,   12pt 4as 2st 6-14fg
2019-11-20,PG,"Walker, Kemba",23.8,"7,900",bos,@ lac, 104-107,38:44,   13pt 9rb 2as 1st 6to 3trey 4-17fg 2-3ft
2019-11-20,PG,"Bowman, Ky",23.2,"5,300",gsw,@ dal, 94-142,32:01,   16pt 1rb 2as 1st 2trey 7-10fg
2019-11-20,SG,"Monk, Malik",23.1,"4,500",cha,@ bkn, 91-101,27:51,   13pt 3rb 1as 2st 1to 1trey 5-13fg 2-2ft
2019-11-20,PG,"Dunn, Kris",22.1,"5,100",chi,v det, 109-89,21:49,   6pt 3rb 5as 1st 1bl 1to 3-7fg
2019-11-20,SG,"Brown, Bruce",22,"5,100",det,@ chi, 89-109,29:51,   2pt 5rb 6as 2bl 1to 1-6fg 0-4ft
2019-11-20,SG,"Poole, Jordan",21.7,"3,800",gsw,@ dal, 94-142,30:04,   11pt 1rb 7as 1to 5-14fg 1-2ft
2019-11-20,SG,"Ross, Terrence",21.4,"4,600",orl,@ tor, 97-113,27:03,   14pt 2rb 1st 1bl 1to 3trey 5-12fg 1-2ft
2019-11-20,PG,"Nunn, Kendrick",20.4,"5,800",mia,v cle, 124-100,25:21,   11pt 2rb 6as 1st 5to 1trey 5-7fg
2019-11-20,PG,"Ntilikina, Frank",20.2,"4,300",nyk,@ phi, 104-109,32:54,   17pt 1rb 1bl 1to 2trey 6-8fg 3-4ft
2019-11-20,SG,"Matthews, Wes",19.9,"3,500",mil,@ atl, 135-127,27:37,   10pt 2rb 3as 1st 2trey 4-8fg
2019-11-20,SG,"Bembry, DeAndre",19.6,"4,500",atl,v mil, 127-135,23:45,   2pt 3rb 2as 2st 2bl 1to 1-2fg
2019-11-20,SG,"Lee, Courtney",19.5,"3,500",dal,v gsw, 142-94,12:00,   12pt 1as 2bl 4trey 4-5fg
2019-11-20,PG,"White, Coby",19.5,"5,800",chi,v det, 109-89,22:30,   12pt 5rb 1as 3trey 3-7fg 3-3ft
2019-11-20,SG,"Harris, Gary",18.9,"5,200",den,v hou, 105-95,35:06,   10pt 2rb 3as 1st 1to 2trey 4-9fg
2019-11-20,SG,"Powell, Norman",18.2,"4,900",tor,v orl, 113-97,37:32,   15pt 1rb 2as 1to 1trey 7-11fg
2019-11-20,PG,"Thomas, Isaiah",18,"5,800",was,v sas, 138-132,23:55,   11pt 6as 2to 3trey 4-10fg
2019-11-20,SG,"Clarkson, Jordan",17.8,"4,500",cle,@ mia, 100-124,17:10,   12pt 4rb 2as 2to 1trey 4-11fg 3-3ft
2019-11-20,SG,"Brown, Sterling",17.8,"4,100",mil,@ atl, 135-127,19:38,   8pt 4rb 2as 1bl 1to 2trey 2-4fg 2-2ft
2019-11-20,SG,"Bacon, Dwayne",17.7,"3,600",cha,@ bkn, 91-101,13:57,   6pt 1rb 1as 2st 1bl 2-4fg 2-2ft
2019-11-20,PG,"Hill, George",17.6,"4,000",mil,@ atl, 135-127,23:00,   9pt 3rb 4as 1to 1trey 3-6fg 2-2ft
2019-11-20,SG,"Connaughton, Pat",17.2,"3,500",mil,@ atl, 135-127,15:56,   7pt 1rb 2as 2bl 1trey 3-4fg
