Date,Position,"LastName, FirstName",FD PTS,Salary,Team,Opp Team,Score,Min,Statline
2019-11-09,SG,"Harden, James",67.5,"11,700",hou,@ chi, 117-94,35:48,   42pt 10rb 9as 2st 6to 9trey 12-27fg 9-11ft
2019-11-09,PG,"Doncic, Luka",56.8,"10,600",dal,@ mem, 138-122,28:41,   24pt 14rb 8as 2st 2to 2trey 9-16fg 4-5ft
2019-11-09,PG,"Walker, Kemba",50,"8,900",bos,@ sas, 135-115,32:28,   26pt 5rb 8as 1st 1bl 4trey 9-20fg 4-4ft
2019-11-09,SG,"Graham, Devonte",47,"6,400",cha,v nor, 110-115,31:09,   24pt 5rb 10as 2st 4to 4trey 5-14fg 10-13ft
2019-11-09,SG,"Russell, D",46.1,"8,400",gsw,@ okc, 108-114,34:11,   30pt 3rb 7as 2st 4to 4trey 10-19fg 6-6ft
2019-11-09,SG,"Brown, Jaylen",45.9,"6,100",bos,@ sas, 135-115,32:04,   30pt 7rb 3as 1st 1trey 10-18fg 9-10ft
2019-11-09,PG,"Paul, Chris",41.5,"7,000",okc,v gsw, 114-108,30:34,   16pt 5rb 9as 3st 3to 5-11fg 6-6ft
2019-11-09,SG,"Holiday, Jrue",39.5,"8,300",nor,@ cha, 115-110,36:15,   12pt 5rb 11as 2st 1bl 4to 4-12fg 4-4ft
2019-11-09,SG,"Redick, JJ",36,"4,400",nor,@ cha, 115-110,28:34,   22pt 5rb 2st 2bl 4to 5trey 6-13fg 5-5ft
2019-11-09,SG,"Schroder, Dennis",34.2,"5,700",okc,v gsw, 114-108,33:12,   16pt 6rb 6as 1st 1bl 4to 2trey 6-13fg 2-2ft
2019-11-09,PG,"Westbrook, Russell",33.4,"10,000",hou,@ chi, 117-94,31:47,   26pt 7rb 2as 1st 7to 10-20fg 6-8ft
2019-11-09,SG,"Smart, Marcus",30.1,"5,400",bos,@ sas, 135-115,25:24,   16pt 3rb 3as 2st 4trey 5-10fg 2-2ft
2019-11-09,PG,"Rozier, Terry",30,"7,300",cha,v nor, 110-115,35:27,   18pt 5rb 6as 3to 3trey 5-14fg 5-5ft
2019-11-09,SG,"Guduric, Marko",28.6,"3,500",mem,v dal, 122-138,28:11,   14pt 3rb 4as 2st 1to 1trey 5-9fg 3-3ft
2019-11-09,SG,"Anderson, Kyle",28.5,"3,900",mem,v dal, 122-138,26:28,   12pt 5rb 3as 1st 1bl 6-8fg
2019-11-09,SG,"DeRozan, DeMar",28.4,"8,000",sas,v bos, 115-135,27:17,   22pt 2rb 4as 2to 6-15fg 10-11ft
2019-11-09,PG,"Jones, Tyus",28.4,"4,400",mem,v dal, 122-138,27:50,   14pt 2rb 8as 1st 3to 2trey 6-8fg 0-1ft
2019-11-09,SG,"Hart, Josh",27.4,"5,600",nor,@ cha, 115-110,23:13,   10pt 7rb 2as 2st 2trey 4-5fg
2019-11-09,PG,"Satoransky, Tomas",25.6,"5,100",chi,v hou, 94-117,23:58,   10pt 3rb 4as 3st 3to 4-11fg 2-3ft
2019-11-09,SG,"LaVine, Zach",24.7,"7,900",chi,v hou, 94-117,32:06,   11pt 1rb 5as 2st 1bl 4to 1trey 5-17fg
2019-11-09,PG,"Brunson, Jalen",24.4,"4,000",dal,@ mem, 138-122,18:49,   13pt 2rb 4as 2st 3to 6-8fg 1-1ft
2019-11-09,PG,"White, Derrick",24.3,"4,600",sas,v bos, 115-135,26:15,   9pt 4rb 1as 3bl 1trey 3-9fg 2-2ft
2019-11-09,PG,"Mills, Patty",23.2,"4,100",sas,v bos, 115-135,18:05,   20pt 1rb 2as 1to 3trey 7-12fg 3-4ft
2019-11-09,PG,"Dunn, Kris",22.6,"4,400",chi,v hou, 94-117,21:41,   7pt 3rb 4as 2st 1trey 3-9fg
2019-11-09,SG,"Wright, Delon",22.4,"5,000",dal,@ mem, 138-122,23:40,   6pt 7rb 6as 1to 3-8fg
2019-11-09,PG,"Melton, De",21.6,"3,500",mem,v dal, 122-138,20:10,   11pt 3rb 2as 2st 2to 1trey 5-11fg
2019-11-09,SG,"Poole, Jordan",20.6,"4,400",gsw,@ okc, 108-114,34:57,   4pt 3rb 6as 2st 2to 2-6fg
2019-11-09,SG,"Martin, Cody",20.6,"3,700",cha,v nor, 110-115,21:08,   9pt 3rb 2as 2st 1to 4-7fg 1-2ft
2019-11-09,SG,"Diallo, Hamidou",19.6,"4,600",okc,v gsw, 114-108,23:14,   8pt 3rb 2as 2st 1to 4-6fg
2019-11-09,SG,"Alexander, Shai",19.5,"8,100",okc,v gsw, 114-108,36:33,   12pt 5rb 3as 3to 6-15fg
2019-11-09,SG,"Lee, Damion",19.4,"4,200",gsw,@ okc, 108-114,22:20,   5pt 7rb 2as 1st 1trey 2-7fg
2019-11-09,PG,"Murray, Dejounte",17.4,"6,700",sas,v bos, 115-135,24:09,   4pt 7rb 4as 1st 4to 2-8fg
2019-11-09,SG,"Forbes, Bryn",17.2,"4,300",sas,v bos, 115-135,20:40,   14pt 1rb 2as 1to 3trey 4-11fg 3-3ft
2019-11-09,PG,"Curry, Seth",16.7,"3,600",dal,@ mem, 138-122,24:50,   16pt 1rb 1as 2to 3trey 4-12fg 5-5ft
2019-11-09,SG,"Bacon, Dwayne",16.7,"4,200",cha,v nor, 110-115,26:58,   12pt 1rb 3as 1st 4to 2trey 5-11fg
2019-11-09,PG,"Wanamaker, Brad",16.2,"3,600",bos,@ sas, 135-115,16:41,   7pt 1rb 2as 2st 1to 1trey 3-5fg
2019-11-09,PG,"White, Coby",16.1,"4,200",chi,v hou, 94-117,27:08,   10pt 3rb 1as 1st 2to 4-16fg 2-3ft
2019-11-09,SG,"Brooks, Dillon",15,"5,000",mem,v dal, 122-138,19:49,   5pt 5rb 4as 2to 1trey 2-8fg
2019-11-09,SG,"Belinelli, Marco",14.7,"3,500",sas,v bos, 115-135,18:32,   9pt 1rb 3as 2trey 3-7fg 1-2ft
2019-11-09,PG,"Rivers, Austin",13.8,"3,600",hou,@ chi, 117-94,26:29,   6pt 4rb 2as 2trey 2-4fg 0-2ft
2019-11-09,SG,"Ferguson, Terrance",12.4,"3,500",okc,v gsw, 114-108,20:27,   8pt 2rb 2as 1to 2trey 3-4fg
2019-11-09,SG,"Monk, Malik",10.9,"3,700",cha,v nor, 110-115,19:14,   9pt 2rb 1as 2to 1trey 4-8fg
2019-11-09,PG,"Arcidiacono, Ryan",9.3,"3,500",chi,v hou, 94-117,15:54,   2pt 4rb 1as 1st 2to 1-4fg
2019-11-09,SG,"Walker, Lonnie",9.1,"3,500",sas,v bos, 115-135,9:02,   2pt 3rb 1as 1bl 1to 1-7fg 0-1ft
2019-11-09,PG,"Bowman, Ky",8.7,"4,500",gsw,@ okc, 108-114,17:26,   4pt 1rb 1as 1st 1to 2-4fg
2019-11-09,PG,"Jackson, Frank",8,"3,900",nor,@ cha, 115-110,13:29,   3pt 2as 1st 1to 0-2fg 3-4ft
2019-11-09,SG,"Green, Javonte",7.5,"3,500",bos,@ sas, 135-115,13:23,   6pt 1as 3-5fg
2019-11-09,SG,"McLemore, Ben",6.9,"3,500",hou,@ chi, 117-94,15:19,   0pt 2rb 1as 1st 0-3fg
2019-11-09,SG,"Watanabe, Yuta",5.2,"3,500",mem,v dal, 122-138,2:51,   4pt 1rb 2-2fg
2019-11-09,PG,"Clemons, Chris",3.5,"3,600",hou,@ chi, 117-94,3:12,   3pt 1as 1to 1trey 1-2fg
2019-11-09,PG,"Edwards, Carsen",3.2,"3,500",bos,@ sas, 135-115,3:09,   3pt 1rb 1to 3-3ft
2019-11-09,SG,"Walker, Nickeil",2.4,"3,500",nor,@ cha, 115-110,8:21,   5pt 2rb 5to 1trey 2-4fg
2019-11-09,SG,"Konchar, John",0,"3,500",mem,v dal, 122-138,6:47,   0pt
2019-11-09,SG,"III, Jacob",0,"3,500",gsw,@ okc, 108-114,0,   
2019-11-09,SG,"Lee, Courtney",0,"3,500",dal,@ mem, 138-122,0,   
2019-11-09,PG,"Harrison, Shaquille",0,"3,500",chi,v hou, 94-117,0,   
2019-11-09,SG,"Burton, Deonte",0,"3,500",okc,v gsw, 114-108,0,   
2019-11-09,PG,"Morant, Ja",0,"7,900",mem,v dal, 122-138,0,   
2019-11-09,PG,"Barea, Jose",0,"3,500",dal,@ mem, 138-122,0,   
2019-11-09,PG,"Gray, Josh",0,"3,500",nor,@ cha, 115-110,0,   
2019-11-09,SG,"Hall, Devon",0,"3,500",okc,v gsw, 114-108,0,   
2019-11-09,PG,"Curry, Stephen",0,"8,900",gsw,@ okc, 108-114,0,   
2019-11-09,SG,"Allen, Grayson",0,"3,600",mem,v dal, 122-138,0,   
2019-11-09,SG,"Cleveland, Antonius",0,"3,500",dal,@ mem, 138-122,0,   
2019-11-09,SG,"Reaves, Josh",0,"3,500",dal,@ mem, 138-122,0,   
2019-11-09,SG,"Roberson, Andre",0,"3,500",okc,v gsw, 114-108,0,   
2019-11-09,SG,"Weatherspoon, Quinndary",0,"3,500",sas,v bos, 115-135,0,   
2019-11-09,SG,"Mokoka, Adam",0,"3,500",chi,v hou, 94-117,0,   
2019-11-09,SG,"Dort, Luguentz",0,"3,500",okc,v gsw, 114-108,0,   
2019-11-09,PG,"Ball, Lonzo",0,"7,600",nor,@ cha, 115-110,0,   
2019-11-09,SG,"Iguodala, Andre",0,"4,400",mem,v dal, 122-138,0,   
2019-11-09,SG,"Langford, Romeo",0,"3,500",bos,@ sas, 135-115,0,   
2019-11-09,PG,"Simmons, Kobi",0,"3,500",cha,v nor, 110-115,0,   
2019-11-09,PG,"Waters, Tremont",0,"3,500",bos,@ sas, 135-115,0,   
2019-11-09,SF,"Crowder, Jae",42.8,"5,100",mem,v dal, 122-138,30:39,   18pt 4rb 4as 3st 2bl 1to 4trey 6-12fg 2-2ft
2019-11-09,PF,"Tatum, Jayson",40.4,"8,000",bos,@ sas, 135-115,33:55,   19pt 7rb 4as 3st 2to 2trey 6-13fg 5-6ft
2019-11-09,SF,"Burks, Alec",40,"5,100",gsw,@ okc, 108-114,36:41,   23pt 5rb 4as 1st 1bl 1to 9-17fg 5-5ft
2019-11-09,SF,"Ingram, Brandon",37.8,"8,800",nor,@ cha, 115-110,35:35,   25pt 9rb 4as 1st 7to 3trey 8-12fg 6-11ft
2019-11-09,SF,"House, Danuel",35.5,"5,200",hou,@ chi, 117-94,32:27,   11pt 5rb 1as 6st 1bl 4to 3trey 3-5fg 2-3ft
2019-11-09,SF,"Williams, Kenrich",34.5,"3,600",nor,@ cha, 115-110,28:20,   15pt 5rb 3as 2st 1bl 3trey 6-8fg 0-2ft
2019-11-09,PF,"Favors, Derrick",31.5,"5,200",nor,@ cha, 115-110,29:16,   10pt 10rb 3as 2st 1to 5-10fg
2019-11-09,SF,"Gallinari, Danilo",30.5,"6,700",okc,v gsw, 114-108,30:27,   21pt 5rb 3as 1to 4trey 6-11fg 5-6ft
2019-11-09,PF,"Jackson, Jaren",29.8,"6,400",mem,v dal, 122-138,29:33,   23pt 4rb 2as 1bl 4to 2trey 10-17fg 1-2ft
2019-11-09,SF,"Hutchison, Chandler",28.8,"3,600",chi,v hou, 94-117,23:13,   13pt 4rb 2st 2bl 1to 1trey 6-10fg
2019-11-09,SF,"Bridges, Miles",28.1,"6,100",cha,v nor, 110-115,25:02,   12pt 8rb 1as 2bl 1to 2trey 5-11fg
2019-11-09,PF,"Markkanen, Lauri",25.7,"7,000",chi,v hou, 94-117,33:03,   13pt 6rb 1as 2st 2to 3-10fg 7-7ft
2019-11-09,PF,"Young, Thaddeus",25.5,"5,000",chi,v hou, 94-117,23:40,   13pt 5rb 3as 1st 1to 1trey 5-9fg 2-2ft
2019-11-09,PF,"Washington, PJ",25.4,"6,500",cha,v nor, 110-115,24:57,   10pt 7rb 2as 2st 2to 3-9fg 4-5ft
2019-11-09,PF,"Tucker, PJ",23.5,"5,500",hou,@ chi, 117-94,32:05,   4pt 5rb 1as 2st 2bl 1trey 1-3fg 1-2ft
2019-11-09,SF,"III, Glenn",22.4,"4,800",gsw,@ okc, 108-114,34:15,   18pt 2rb 1st 1to 2trey 7-12fg 2-2ft
2019-11-09,PF,"Theis, Daniel",22.2,"4,800",bos,@ sas, 135-115,22:40,   8pt 6rb 2as 1st 1bl 2to 1trey 3-4fg 1-1ft
2019-11-09,SF,"Jackson, Justin",21.8,"3,500",dal,@ mem, 138-122,25:27,   17pt 4rb 4trey 6-10fg 1-2ft
2019-11-09,SF,"Jr, Tim",21.5,"3,700",dal,@ mem, 138-122,22:13,   20pt 1as 5trey 7-14fg 1-1ft
2019-11-09,PF,"Lyles, Trey",20.6,"3,900",sas,v bos, 115-135,21:23,   10pt 8rb 1bl 2to 3trey 3-5fg 1-1ft
2019-11-09,PF,"Kleber, Maxi",20.3,"4,900",dal,@ mem, 138-122,23:33,   11pt 4rb 1as 1bl 3trey 4-7fg
