Date,Position,"LastName, FirstName",FD PTS,Salary,Team,Opp Team,Score,Min,Statline
2019-11-03,PG,"Doncic, Luka",63.3,"10,000",dal,@ cle, 131-111,33:33,   29pt 14rb 15as 5to 5trey 9-17fg 6-6ft
2019-11-03,SG,"Butler, Jimmy",53.9,"9,300",mia,v hou, 129-100,27:27,   18pt 7rb 9as 4st 1bl 1to 2trey 7-15fg 2-3ft
2019-11-03,SG,"Mitchell, Donovan",53.8,"8,400",uta,@ lac, 94-105,33:58,   36pt 4rb 6as 2st 2to 4trey 11-21fg 10-14ft
2019-11-03,PG,"Murray, Dejounte",42.2,"6,900",sas,v lal, 96-103,24:21,   18pt 11rb 4as 2st 1bl 4to 1trey 7-12fg 3-5ft
2019-11-03,PG,"Fox, De",38.4,"8,300",sac,@ nyk, 113-92,34:47,   24pt 2rb 6as 1st 1bl 3to 1trey 8-18fg 7-10ft
2019-11-03,SG,"Robinson, Duncan",36.7,"3,800",mia,v hou, 129-100,35:57,   23pt 6rb 1as 2bl 1to 7trey 8-12fg
2019-11-03,SG,"Lamb, Jeremy",36.7,"6,900",ind,v chi, 108-95,31:45,   11pt 6rb 5as 1st 3bl 1to 1-6fg 9-9ft
2019-11-03,SG,"Harden, James",35.3,"11,100",hou,@ mia, 100-129,26:26,   29pt 4rb 3as 1st 6to 3trey 6-14fg 14-14ft
2019-11-03,PG,"Brogdon, Malcolm",34.1,"9,200",ind,v chi, 108-95,31:08,   22pt 3rb 7as 1st 5to 1trey 9-15fg 3-3ft
2019-11-03,SG,"Barrett, RJ",33.5,"7,100",nyk,v sac, 92-113,40:44,   22pt 5rb 3as 1bl 2to 1trey 8-20fg 5-9ft
2019-11-03,SG,"Hield, Buddy",33.3,"6,400",sac,@ nyk, 113-92,30:29,   22pt 4rb 1as 1st 1bl 1to 5trey 8-16fg 1-3ft
2019-11-03,SG,"Herro, Tyler",32.9,"5,900",mia,v hou, 129-100,34:38,   12pt 7rb 7as 1st 1to 2trey 3-10fg 4-4ft
2019-11-03,SG,"DeRozan, DeMar",29.9,"7,700",sas,v lal, 96-103,33:59,   14pt 7rb 5as 1bl 3to 5-15fg 4-5ft
2019-11-03,PG,"Satoransky, Tomas",29.3,"4,300",chi,@ ind, 95-108,26:59,   9pt 4rb 9as 2st 4to 1trey 4-6fg
2019-11-03,SG,"Forbes, Bryn",29.1,"4,100",sas,v lal, 96-103,26:46,   12pt 3rb 3as 3st 1trey 4-13fg 3-3ft
2019-11-03,SG,"LaVine, Zach",28.2,"7,200",chi,@ ind, 95-108,31:52,   21pt 6rb 2as 3to 4trey 8-20fg 1-2ft
2019-11-03,PG,"Dragic, Goran",27.4,"5,900",mia,v hou, 129-100,27:42,   15pt 2rb 4as 2st 2to 3trey 5-9fg 2-2ft
2019-11-03,PG,"Beverley, Patrick",27.3,"4,900",lac,v uta, 105-94,33:08,   4pt 9rb 3as 2st 1bl 1to 2-7fg
