Date,Position,"LastName, FirstName",FD PTS,Salary,Team,Opp Team,Score,Min,Statline
2019-10-29,SG,"Herro, Tyler",38.4,"5,200",mia,v atl, 112-97,29:07,   29pt 7rb 2as 2to 3trey 7-9fg 12-16ft
2019-10-29,SG,"Butler, Jimmy",35,"9,000",mia,v atl, 112-97,30:40,   21pt 5rb 2as 3st 4to 1trey 5-11fg 10-15ft
2019-10-29,SG,"Harris, Gary",29,"4,900",den,v dal, 106-109,33:58,   16pt 5rb 4as 1st 2to 4trey 6-15fg
2019-10-29,PG,"Brunson, Jalen",27.8,"4,500",dal,@ den, 109-106,15:30,   11pt 4rb 8as 4-8fg 3-7ft
2019-10-29,SG,"Wright, Delon",27.6,"5,600",dal,@ den, 109-106,24:07,   12pt 3rb 6as 1st 5-8fg 2-3ft
2019-10-29,SG,"Pope, Kentavious",26.7,"3,600",lal,v mem, 120-91,28:35,   13pt 6rb 3as 1bl 1to 6-11fg 1-1ft
2019-10-29,PG,"Doncic, Luka",26.3,"10,400",dal,@ den, 109-106,32:30,   12pt 4rb 5as 2st 4to 1trey 3-12fg 5-8ft
2019-10-29,PG,"Dragic, Goran",26.1,"6,500",mia,v atl, 112-97,29:40,   21pt 3rb 3as 3to 5trey 7-12fg 2-4ft
2019-10-29,PG,"Murray, Jamal",24.7,"7,600",den,v dal, 106-109,33:31,   16pt 6rb 1as 7-13fg 2-2ft
2019-10-29,PG,"Morant, Ja",24.6,"7,800",mem,@ lal, 91-120,25:16,   16pt 3rb 2as 2st 4to 1trey 6-13fg 3-3ft
2019-10-29,SG,"Allen, Grayson",22.5,"3,500",mem,@ lal, 91-120,21:13,   13pt 5rb 1as 2st 4to 1trey 4-14fg 4-4ft
2019-10-29,PG,"Nunn, Kendrick",21.5,"6,000",mia,v atl, 112-97,29:40,   17pt 3as 1st 3to 3trey 7-18fg
2019-10-29,SG,"Bradley, Avery",21.1,"3,600",lal,v mem, 120-91,23:30,   12pt 3rb 1as 2st 2to 1trey 5-9fg 1-3ft
2019-10-29,SG,"Brooks, Dillon",20.6,"4,700",mem,@ lal, 91-120,22:36,   8pt 3rb 4as 1st 1trey 2-7fg 3-3ft
2019-10-29,PG,"Curry, Seth",19.9,"3,800",dal,@ den, 109-106,25:16,   10pt 2rb 3as 1st 2trey 4-8fg
2019-10-29,PG,"Caruso, Alex",19.6,"3,600",lal,v mem, 120-91,12:45,   0pt 3rb 4as 3st 1bl 2to 0-4fg
2019-10-29,SG,"Huerter, Kevin",16.1,"4,000",atl,@ mia, 97-112,19:13,   8pt 3rb 3as 1st 3to 1trey 2-6fg 3-4ft
2019-10-29,SG,"Wallace, Tyrone",15.6,"3,500",atl,@ mia, 97-112,14:27,   6pt 3rb 2as 1st 1-2fg 4-6ft
2019-10-29,PG,"Cook, Quinn",13.1,"4,100",lal,v mem, 120-91,22:00,   7pt 3rb 1as 1st 2to 1trey 3-8fg
2019-10-29,SG,"Green, Danny",11.5,"5,500",lal,v mem, 120-91,19:25,   8pt 1as 1st 1to 2trey 3-6fg
2019-10-29,PG,"Young, Trae",11.4,"9,400",atl,@ mia, 97-112,11:04,   5pt 2rb 2as 1st 2to 1trey 2-5fg
2019-10-29,PG,"Morris, Monte",10.2,"3,600",den,v dal, 106-109,14:10,   6pt 1rb 2as 3-5fg
2019-10-29,SG,"Beasley, Malik",10.2,"3,700",den,v dal, 106-109,14:21,   7pt 1rb 2as 1to 1trey 3-8fg
2019-10-29,SG,"Daniels, Troy",9.1,"3,500",lal,v mem, 120-91,20:04,   5pt 3rb 1as 1to 1trey 2-7fg
2019-10-29,SG,"Guduric, Marko",8.9,"3,500",mem,@ lal, 91-120,22:57,   0pt 2rb 3as 1bl 1to 0-5fg
2019-10-29,SG,"Anderson, Kyle",7.6,"4,800",mem,@ lal, 91-120,16:55,   2pt 3rb 2as 1to 1-4fg
2019-10-29,PG,"Jones, Tyus",7,"4,100",mem,@ lal, 91-120,16:20,   4pt 2as 2-4fg
