Date,Position,"LastName, FirstName",FD PTS,Salary,Team,Opp Team,Score,Min,Statline
2019-11-06,SG,"Harden, James",73.3,"11,500",hou,v gsw, 129-112,35:18,   36pt 4rb 13as 3st 3bl 5to 6trey 10-23fg 10-13ft
2019-11-06,SG,"Williams, Louis",51.7,"6,700",lac,v mil, 124-129,39:16,   34pt 6rb 11as 6to 4trey 9-27fg 12-13ft
2019-11-06,SG,"Wiggins, Andrew",47.4,"6,900",min,@ mem, 121-137,34:20,   30pt 2rb 6as 2st 1bl 3to 3trey 11-21fg 5-8ft
2019-11-06,PG,"Satoransky, Tomas",46.4,"4,600",chi,@ atl, 113-93,30:00,   27pt 7rb 8as 1st 4to 4trey 10-13fg 3-4ft
2019-11-06,SG,"Richardson, Josh",42.8,"5,600",phi,@ uta, 104-106,34:41,   24pt 4rb 4as 3st 1to 2trey 8-13fg 6-6ft
2019-11-06,PG,"Beverley, Patrick",42.5,"5,400",lac,v mil, 124-129,35:08,   20pt 10rb 3as 2st 1bl 3to 3trey 6-9fg 5-5ft
2019-11-06,SG,"Mitchell, Donovan",41,"8,400",uta,v phi, 106-104,35:26,   24pt 5rb 8as 1st 4to 1trey 10-23fg 3-6ft
2019-11-06,SG,"Beal, Bradley",40.5,"8,900",was,@ ind, 106-121,41:27,   30pt 5rb 5as 3to 1trey 12-29fg 5-5ft
2019-11-06,PG,"Doncic, Luka",39.9,"11,000",dal,v orl, 107-106,37:26,   27pt 7rb 7as 6to 1trey 10-21fg 6-7ft
2019-11-06,PG,"Westbrook, Russell",39.6,"10,300",hou,v gsw, 129-112,30:17,   18pt 8rb 6as 2st 3to 1trey 8-18fg 1-4ft
2019-11-06,PG,"Williams, Michael",38.4,"3,500",orl,@ dal, 106-107,21:20,   13pt 7rb 2as 2st 3bl 1to 4-9fg 5-5ft
2019-11-06,PG,"Fox, De",37.9,"8,300",sac,@ tor, 120-124,33:45,   17pt 7rb 9as 1st 1bl 7to 1trey 7-16fg 2-5ft
2019-11-06,SG,"Barrett, RJ",37.2,"7,000",nyk,@ det, 102-122,33:42,   15pt 6rb 8as 2st 3to 1trey 4-12fg 6-11ft
2019-11-06,PG,"Brogdon, Malcolm",36.1,"9,000",ind,v was, 121-106,35:02,   12pt 3rb 13as 1st 2to 1trey 3-14fg 5-5ft
2019-11-06,SG,"Brooks, Dillon",35.8,"4,400",mem,v min, 137-121,30:21,   31pt 4rb 2as 3to 5trey 9-16fg 8-8ft
2019-11-06,PG,"Lowry, Kyle",35.4,"8,700",tor,v sac, 124-120,39:54,   24pt 2rb 6as 2st 6to 5trey 8-15fg 3-4ft
2019-11-06,SG,"Hield, Buddy",34.6,"6,600",sac,@ tor, 120-124,31:40,   21pt 8rb 1st 1bl 2to 5trey 7-16fg 2-2ft
2019-11-06,PG,"Morant, Ja",33.8,"7,800",mem,v min, 137-121,25:44,   26pt 4rb 4as 3to 9-19fg 8-10ft
2019-11-06,SG,"LaVine, Zach",33.6,"7,700",chi,@ atl, 113-93,30:54,   10pt 8rb 4as 2st 2bl 4to 4-10fg 2-2ft
2019-11-06,PG,"Bledsoe, Eric",32.2,"6,500",mil,@ lac, 129-124,26:19,   20pt 6rb 2as 1st 1bl 4to 4trey 8-14fg
2019-11-06,SG,"Bogdanovic, Bogdan",31.9,"4,800",sac,@ tor, 120-124,31:36,   22pt 2rb 3as 2st 3to 6trey 7-14fg 2-2ft
2019-11-06,SG,"Snell, Tony",31.2,"3,600",det,v nyk, 122-102,32:23,   24pt 1rb 2as 1st 6trey 9-9fg
2019-11-06,PG,"Dunn, Kris",31.1,"4,100",chi,@ atl, 113-93,20:10,   13pt 3rb 1as 5st 2to 6-8fg 1-1ft
2019-11-06,PG,"Hill, George",30.6,"3,800",mil,@ lac, 129-124,24:09,   24pt 3rb 1st 6trey 9-14fg
2019-11-06,PG,"Conley, Mike",30.2,"7,000",uta,v phi, 106-104,34:16,   15pt 6rb 2as 2st 1bl 4to 1trey 6-15fg 2-3ft
2019-11-06,PG,"Ntilikina, Frank",28.2,"3,700",nyk,@ det, 102-122,38:39,   11pt 1rb 4as 1st 3bl 2to 1trey 5-7fg 0-2ft
2019-11-06,SG,"Graham, Treveon",28.2,"3,700",min,@ mem, 121-137,31:40,   10pt 6rb 4as 1st 1bl 1to 2trey 4-9fg
2019-11-06,SG,"Galloway, Langston",27.4,"3,600",det,v nyk, 122-102,23:14,   13pt 2rb 6as 1st 1trey 3-7fg 6-6ft
2019-11-06,PG,"Joseph, Cory",25.8,"3,500",sac,@ tor, 120-124,18:03,   10pt 4rb 4as 1st 1bl 1to 5-9fg
2019-11-06,PG,"Neto, Raul",25.6,"3,500",phi,@ uta, 104-106,30:10,   11pt 3rb 4as 3st 4to 1trey 5-11fg
2019-11-06,SG,"Lee, Damion",24.7,"4,800",gsw,@ hou, 112-129,27:52,   13pt 6rb 3as 1trey 3-14fg 6-8ft
2019-11-06,PG,"Smith, Ishmael",24.5,"3,800",was,@ ind, 106-121,28:16,   5pt 5rb 7as 1st 1bl 3to 1-5fg 3-3ft
2019-11-06,PG,"Augustin, DJ",24,"3,700",orl,@ dal, 106-107,28:28,   13pt 6as 2st 4to 2trey 4-6fg 3-3ft
2019-11-06,SG,"VanVleet, Fred",23.9,"7,000",tor,v sac, 124-120,35:06,   12pt 2rb 5as 1st 1to 2trey 3-9fg 4-4ft
2019-11-06,SG,"Brown, Bruce",23.6,"5,300",det,v nyk, 122-102,34:10,   9pt 3rb 6as 1st 1to 1trey 3-9fg 2-2ft
2019-11-06,SG,"Middleton, Khris",23.6,"7,400",mil,@ lac, 129-124,33:03,   13pt 3rb 2as 2st 2to 3-13fg 7-8ft
2019-11-06,PG,"Fultz, Markelle",23.4,"4,700",orl,@ dal, 106-107,24:23,   11pt 2rb 2as 3st 2to 5-10fg 1-1ft
2019-11-06,SG,"Huerter, Kevin",22.4,"4,600",atl,v chi, 93-113,23:55,   12pt 2rb 2as 2st 1to 1trey 4-10fg 3-5ft
2019-11-06,PG,"Holiday, Aaron",21.9,"3,500",ind,v was, 121-106,30:57,   18pt 2rb 1as 3trey 7-10fg 1-1ft
2019-11-06,PG,"Rivers, Austin",20.1,"3,500",hou,v gsw, 129-112,27:29,   12pt 3rb 3as 4trey 4-7fg
2019-11-06,PG,"Jones, Tyus",18.7,"4,200",mem,v min, 137-121,23:44,   8pt 1rb 5as 1st 1to 3-6fg 2-2ft
2019-11-06,PG,"McConnell, TJ",18.1,"3,500",ind,v was, 121-106,15:11,   6pt 3rb 5as 1st 2to 3-6fg
2019-11-06,SG,"Poole, Jordan",17.4,"4,600",gsw,@ hou, 112-129,26:35,   8pt 2rb 2as 1st 1bl 2to 2trey 2-11fg 2-2ft
2019-11-06,PG,"White, Coby",16.9,"3,900",chi,@ atl, 113-93,29:32,   10pt 2rb 3as 1trey 3-13fg 3-6ft
2019-11-06,SG,"Guduric, Marko",16.8,"3,500",mem,v min, 137-121,16:28,   7pt 4rb 4as 1to 1trey 3-5fg
2019-11-06,SG,"Anderson, Kyle",15.6,"4,000",mem,v min, 137-121,18:57,   7pt 3rb 4as 1to 3-4fg 1-2ft
2019-11-06,PG,"Shamet, Landry",15.6,"3,700",lac,v mil, 124-129,29:11,   14pt 3rb 2to 4trey 5-10fg
2019-11-06,SG,"Korver, Kyle",15.2,"3,500",mil,@ lac, 129-124,15:35,   14pt 1rb 4trey 5-9fg
2019-11-06,SG,"Bembry, DeAndre",14.6,"4,700",atl,v chi, 93-113,25:33,   9pt 3rb 4as 4to 3-4fg 3-6ft
2019-11-06,PG,"Bowman, Ky",14,"6,100",gsw,@ hou, 112-129,35:46,   8pt 4as 1st 3to 2trey 3-9fg 0-1ft
2019-11-06,PG,"Young, Trae",13.1,"9,700",atl,v chi, 93-113,29:12,   9pt 3rb 3as 4to 3-12fg 3-3ft
2019-11-06,PG,"Thomas, Isaiah",13,"5,600",was,@ ind, 106-121,19:41,   10pt 4as 3to 2trey 3-10fg 2-2ft
2019-11-06,SG,"Powell, Norman",12.9,"4,400",tor,v sac, 124-120,18:53,   6pt 2rb 1as 1st 2-6fg 2-2ft
2019-11-06,SG,"Thomas, Matt",12.2,"3,500",tor,v sac, 124-120,10:59,   8pt 1rb 1st 2trey 2-3fg 2-2ft
2019-11-06,PG,"Curry, Seth",10,"3,800",dal,v orl, 107-106,6:42,   5pt 1st 1bl 1to 1-2fg 3-5ft
2019-11-06,PG,"Arcidiacono, Ryan",9.7,"3,500",chi,@ atl, 113-93,18:20,   4pt 1rb 1as 1st 1-1fg 2-2ft
2019-11-06,SG,"Korkmaz, Furkan",9.6,"3,800",phi,@ uta, 104-106,24:48,   6pt 3rb 2trey 2-4fg
2019-11-06,SG,"Fournier, Evan",9.5,"5,000",orl,@ dal, 106-107,27:41,   9pt 1as 1to 1trey 3-5fg 2-2ft
2019-11-06,PG,"Simmons, Ben",9.2,"8,800",phi,@ uta, 104-106,10:05,   2pt 1rb 2as 1st 1-2fg
2019-11-06,PG,"McLaughlin, Jordan",8,"3,500",min,@ mem, 121-137,21:44,   5pt 2as 1trey 2-7fg
2019-11-06,SG,"Trier, Allonzo",6.2,"3,600",nyk,@ det, 102-122,3:43,   5pt 1rb 1trey 1-2fg 2-2ft
2019-11-06,PG,"Wallace, Tyrone",5.9,"4,400",atl,v chi, 93-113,16:05,   2pt 2rb 1as 1st 3to 1-3fg 0-2ft
2019-11-06,PG,"Robinson, Jerome",5.7,"3,500",lac,v mil, 124-129,14:29,   2pt 1rb 1as 1st 2to 1-6fg
2019-11-06,PG,"Brunson, Jalen",5.7,"4,300",dal,v orl, 107-106,6:27,   0pt 1rb 1as 1st 0-4fg
2019-11-06,SG,"Ellington, Wayne",5,"3,600",nyk,@ det, 102-122,14:19,   2pt 2as 1-5fg
2019-11-06,PG,"Harrison, Shaquille",4.4,"3,500",chi,@ atl, 113-93,3:42,   2pt 2rb 1-3fg
2019-11-06,SG,"McLemore, Ben",4.2,"3,500",hou,v gsw, 129-112,19:41,   3pt 1rb 1trey 1-6fg
2019-11-06,PG,"Ferrell, Yogi",4.2,"3,500",sac,@ tor, 120-124,4:49,   0pt 1rb 1bl
2019-11-06,SG,"Connaughton, Pat",3.9,"3,600",mil,@ lac, 129-124,13:58,   0pt 2rb 1as 0-1fg
2019-11-06,SG,"Brown, Charlie",3.2,"3,500",atl,v chi, 93-113,3:36,   2pt 1rb 2-2ft
2019-11-06,SG,"Wright, Delon",3,"5,200",dal,v orl, 107-106,12:32,   0pt 2as 0-2fg
2019-11-06,SG,"McGruder, Rodney",2.9,"3,500",lac,v mil, 124-129,12:21,   0pt 2rb 1as 1to 0-1fg
2019-11-06,SG,"Mykhailiuk, Sviatoslav",2.4,"3,500",det,v nyk, 122-102,15:37,   0pt 2rb 2as 3to 0-2fg
2019-11-06,SG,"Dotson, Damyean",2,"3,500",nyk,@ det, 102-122,3:43,   2pt 1-2fg
2019-11-06,SG,"DiVincenzo, Donte",1.9,"3,800",mil,@ lac, 129-124,13:38,   0pt 2rb 1as 2to 0-2fg
2019-11-06,SG,"Davis, Terence",1.7,"3,600",tor,v sac, 124-120,7:20,   0pt 1rb 1as 1to
2019-11-06,SG,"Matthews, Wes",1.2,"3,700",mil,@ lac, 129-124,18:06,   0pt 1rb 0-2fg
2019-11-06,SG,"McRae, Jordan",1.2,"3,700",was,@ ind, 106-121,2:05,   0pt 1rb
2019-11-06,SG,"Thomas, Khyri",1,"3,500",det,v nyk, 122-102,3:43,   1pt 1-2ft
2019-11-06,PG,"Clemons, Chris",0,"3,600",hou,v gsw, 129-112,2:56,   0pt 0-2fg
