Date,Position,"LastName, FirstName",FD PTS,Salary,Team,Opp Team,Score,Min,Statline
2019-11-29,PG,"Doncic, Luka",70.3,"12,200",dal,@ pho, 120-113,37:33,   42pt 9rb 11as 1st 2to 3trey 12-24fg 15-18ft
2019-11-29,SG,"Dinwiddie, Spencer",62.5,"8,300",bkn,v bos, 112-107,35:06,   32pt 5rb 11as 2st 2bl 4to 6trey 10-19fg 6-6ft
2019-11-29,PG,"Young, Trae",56.2,"9,600",atl,@ ind, 104-105,42:39,   49pt 1rb 6as 2st 9to 8trey 16-28fg 9-9ft
2019-11-29,SG,"VanVleet, Fred",52,"7,900",tor,@ orl, 90-83,41:06,   22pt 5rb 4as 7st 3to 5trey 7-20fg 3-5ft
2019-11-29,SG,"LaVine, Zach",45.7,"7,100",chi,@ por, 103-107,38:02,   28pt 6rb 5as 1st 5trey 8-24fg 7-10ft
2019-11-29,SG,"Powell, Norman",41.5,"5,000",tor,@ orl, 90-83,38:38,   33pt 1as 2st 1bl 2to 5trey 12-18fg 4-4ft
2019-11-29,SG,"Mitchell, Donovan",38.5,"8,600",uta,@ mem, 103-94,37:01,   20pt 5rb 3as 3st 1to 3trey 7-22fg 3-4ft
2019-11-29,SG,"Bembry, DeAndre",38.4,"4,000",atl,@ ind, 104-105,40:34,   15pt 12rb 2st 1bl 7-13fg 1-1ft
2019-11-29,SG,"DeRozan, DeMar",38.3,"7,800",sas,v lac, 107-97,35:04,   15pt 9rb 5as 3st 4to 1trey 7-16fg
2019-11-29,SG,"Beal, Bradley",38.1,"9,500",was,@ lal, 103-125,30:23,   18pt 3rb 9as 2st 3to 2trey 5-13fg 6-6ft
2019-11-29,SG,"Holiday, Jrue",36.8,"8,100",nor,@ okc, 104-109,41:22,   14pt 4rb 6as 2st 2bl 3to 2trey 6-15fg
2019-11-29,PG,"Rozier, Terry",36.8,"7,000",cha,@ det, 110-107,34:53,   23pt 4rb 2as 2st 6trey 8-15fg 1-1ft
2019-11-29,SG,"Booker, Devin",36,"8,400",pho,v dal, 113-120,37:45,   18pt 5rb 8as 1st 3to 1trey 6-16fg 5-5ft
2019-11-29,SG,"Butler, Jimmy",36,"9,400",mia,v gsw, 122-105,27:46,   16pt 5rb 6as 2st 1to 3-11fg 10-12ft
2019-11-29,PG,"Lillard, Damian",35.4,"9,300",por,v chi, 107-103,36:41,   28pt 2rb 6as 4to 3trey 9-18fg 7-9ft
2019-11-29,PG,"Simmons, Ben",35,"8,900",phi,@ nyk, 101-95,37:41,   15pt 5rb 8as 2st 4to 5-11fg 5-10ft
2019-11-29,SG,"Schroder, Dennis",34.9,"5,700",okc,v nor, 109-104,32:16,   25pt 2rb 7as 3to 3trey 11-24fg
2019-11-29,SG,"Fournier, Evan",34.8,"6,000",orl,v tor, 83-90,33:49,   19pt 4rb 6as 2st 4to 1trey 3-9fg 12-14ft
2019-11-29,PG,"Brogdon, Malcolm",34.7,"8,800",ind,v atl, 105-104,38:58,   16pt 6rb 7as 1st 1bl 5to 6-15fg 4-4ft
2019-11-29,PG,"Rubio, Ricky",34.7,"6,800",pho,v dal, 113-120,33:13,   21pt 1rb 9as 1to 4trey 6-12fg 5-7ft
2019-11-29,PG,"Dragic, Goran",34,"5,500",mia,v gsw, 122-105,26:48,   20pt 5rb 4as 1st 1to 1trey 9-13fg 1-1ft
2019-11-29,SG,"Temple, Garrett",33.5,"4,900",bkn,v bos, 112-107,37:22,   12pt 5rb 7as 1st 1bl 1to 3trey 4-8fg 1-2ft
2019-11-29,SG,"Graham, Devonte",33.2,"7,200",cha,@ det, 110-107,37:28,   16pt 1rb 8as 2bl 2to 4trey 6-14fg
2019-11-29,PG,"Sexton, Collin",32.7,"5,500",cle,v mil, 110-119,31:43,   16pt 1rb 5as 3st 1to 1trey 7-15fg 1-2ft
2019-11-29,SG,"McCollum, CJ",31.4,"7,300",por,v chi, 107-103,37:53,   20pt 7rb 2as 1bl 3to 3trey 7-14fg 3-3ft
2019-11-29,PG,"Walker, Kemba",31,"7,500",bos,@ bkn, 107-112,31:32,   17pt 5rb 6as 1to 1trey 6-19fg 4-5ft
2019-11-29,PG,"Rose, Derrick",30.4,"5,600",det,v cha, 107-110,21:52,   23pt 2rb 4as 1to 3trey 8-12fg 4-6ft
2019-11-29,PG,"Garland, Darius",30.2,"3,900",cle,v mil, 110-119,35:15,   21pt 1rb 6as 1to 5trey 8-14fg
2019-11-29,PG,"Satoransky, Tomas",29.6,"5,000",chi,@ por, 103-107,29:50,   12pt 3rb 8as 1st 1to 2trey 4-8fg 2-2ft
