Date,Position,"LastName, FirstName",FD PTS,Salary,Team,Opp Team,Score,Min,Statline
2019-12-16,SG,"Powell, Norman",55.7,"5,000",tor,v cle, 133-113,35:31,   26pt 6rb 5as 4st 1bl 4trey 11-15fg
2019-12-16,PG,"Paul, Chris",55,"7,300",okc,v chi, 109-106,36:04,   30pt 10rb 8as 2st 5to 6trey 9-12fg 6-6ft
2019-12-16,SG,"Beal, Bradley",53.6,"10,500",was,@ det, 133-119,37:12,   35pt 3rb 10as 1st 3to 5trey 12-24fg 6-7ft
2019-12-16,SG,"Harden, James",52.1,"12,400",hou,v sas, 109-107,36:13,   28pt 8rb 7as 1st 1bl 2to 4trey 10-29fg 4-4ft
2019-12-16,PG,"Westbrook, Russell",50,"10,400",hou,v sas, 109-107,40:14,   31pt 10rb 4as 1st 1bl 5to 1trey 11-25fg 8-9ft
2019-12-16,SG,"McCollum, CJ",48.4,"6,800",por,@ pho, 111-110,39:54,   30pt 7rb 6as 1st 1bl 5to 3trey 11-20fg 5-5ft
2019-12-16,SG,"LaVine, Zach",47.9,"7,900",chi,@ okc, 106-109,34:29,   39pt 2rb 3as 2st 4to 3trey 15-25fg 6-6ft
2019-12-16,PG,"Rubio, Ricky",42.2,"8,600",pho,v por, 110-111,33:35,   10pt 11rb 14as 2st 8to 1trey 4-14fg 1-1ft
2019-12-16,SG,"Butler, Jimmy",41.8,"9,400",mia,@ mem, 111-118,38:53,   25pt 4rb 8as 1st 3to 1trey 6-12fg 12-14ft
2019-12-16,SG,"DiVincenzo, Donte",41.5,"4,000",mil,v dal, 116-120,29:33,   5pt 10rb 9as 3st 1bl 1to 2-8fg 1-2ft
2019-12-16,PG,"Rose, Derrick",41.2,"5,700",det,v was, 119-133,28:33,   22pt 6rb 8as 1st 3to 2trey 8-17fg 4-4ft
2019-12-16,SG,"Brown, Bruce",40.7,"4,200",det,v was, 119-133,26:35,   20pt 6rb 3as 1st 2bl 2trey 5-10fg 8-8ft
2019-12-16,PG,"Lowry, Kyle",40.3,"8,700",tor,v cle, 133-113,36:41,   20pt 4rb 11as 1to 3trey 6-13fg 5-8ft
2019-12-16,PG,"Satoransky, Tomas",38.2,"5,900",chi,@ okc, 106-109,33:00,   11pt 6rb 6as 3st 1bl 1to 1trey 4-9fg 2-2ft
2019-12-16,PG,"Smith, Ishmael",36.3,"5,900",was,@ det, 133-119,21:53,   10pt 4rb 7as 3st 2bl 4to 4-9fg 2-2ft
2019-12-16,PG,"Brunson, Jalen",35.3,"3,700",dal,@ mil, 120-116,32:20,   13pt 4rb 11as 1st 2to 1trey 4-9fg 4-4ft
2019-12-16,PG,"Sexton, Collin",35,"5,800",cle,@ tor, 113-133,31:22,   25pt 5rb 4as 2to 10-16fg 5-6ft
2019-12-16,PG,"Garland, Darius",34.9,"4,000",cle,@ tor, 113-133,37:47,   20pt 2rb 5as 2st 1to 4trey 7-14fg 2-2ft
2019-12-16,SG,"Wright, Delon",34.6,"4,300",dal,@ mil, 120-116,18:42,   13pt 3rb 2as 4st 1bl 1trey 5-6fg 2-2ft
2019-12-16,SG,"Herro, Tyler",34.5,"4,600",mia,@ mem, 111-118,37:53,   22pt 5rb 3as 1st 1to 2trey 7-20fg 6-6ft
2019-12-16,PG,"Thomas, Isaiah",34.2,"5,000",was,@ det, 133-119,25:32,   23pt 1rb 6as 1bl 2to 5trey 9-13fg
2019-12-16,PG,"Curry, Seth",34,"4,000",dal,@ mil, 120-116,26:19,   26pt 5rb 4as 4to 4trey 9-15fg 4-4ft
2019-12-16,SG,"Schroder, Dennis",33.3,"5,700",okc,v chi, 109-106,29:55,   18pt 4rb 5as 1st 2bl 6to 2trey 7-12fg 2-2ft
2019-12-16,PG,"Murray, Dejounte",32.5,"6,500",sas,@ hou, 107-109,28:59,   16pt 5rb 3as 2st 1bl 3to 8-15fg
2019-12-16,PG,"Morant, Ja",32.2,"8,200",mem,v mia, 118-111,32:11,   20pt 1rb 10as 4to 2trey 9-14fg
2019-12-16,PG,"Lillard, Damian",31.7,"8,700",por,@ pho, 111-110,36:47,   27pt 1rb 5as 4to 3trey 9-21fg 6-7ft
