Date,Position,"LastName, FirstName",FD PTS,Salary,Team,Opp Team,Score,Min,Statline
2019-12-05,SG,"Booker, Devin",68.1,"8,100",pho,@ nor, 139-132,42:27,   44pt 8rb 9as 2st 5to 5trey 13-24fg 13-13ft
2019-12-05,PG,"Rubio, Ricky",54.7,"7,500",pho,@ nor, 139-132,41:46,   13pt 6rb 15as 4st 1bl 3to 1trey 6-15fg
2019-12-05,SG,"Holiday, Jrue",54.4,"8,300",nor,v pho, 132-139,41:09,   23pt 7rb 6as 5st 1bl 4to 2trey 10-18fg 1-3ft
2019-12-05,PG,"Ball, Lonzo",51.7,"5,800",nor,v pho, 132-139,43:27,   20pt 6rb 11as 3st 2bl 7to 4trey 6-9fg 4-4ft
2019-12-05,SG,"Harden, James",49.9,"12,200",hou,@ tor, 119-109,40:24,   23pt 7rb 3as 5st 1bl 4to 3trey 7-11fg 6-6ft
2019-12-05,PG,"Westbrook, Russell",49.1,"9,200",hou,@ tor, 119-109,35:25,   19pt 13rb 11as 2st 8to 7-27fg 5-6ft
2019-12-05,SG,"VanVleet, Fred",44.7,"8,000",tor,v hou, 109-119,38:29,   20pt 6rb 5as 3st 1bl 2to 3trey 7-13fg 3-4ft
2019-12-05,PG,"Simmons, Ben",40,"9,000",phi,@ was, 113-119,35:59,   17pt 5rb 10as 3st 7to 8-10fg 1-4ft
2019-12-05,SG,"Beal, Bradley",39,"9,900",was,v phi, 119-113,38:09,   26pt 10rb 4as 5to 1trey 7-24fg 11-13ft
2019-12-05,PG,"Morris, Monte",38.6,"3,600",den,@ nyk, 129-92,25:49,   15pt 3rb 6as 3st 1bl 1to 1trey 6-9fg 2-2ft
2019-12-05,PG,"Lowry, Kyle",36,"8,000",tor,v hou, 109-119,41:50,   19pt 5rb 8as 1st 4to 3trey 5-8fg 6-6ft
2019-12-05,SG,"McLemore, Ben",35.9,"3,700",hou,@ tor, 119-109,29:15,   28pt 2rb 3as 1st 2to 8trey 9-18fg 2-2ft
2019-12-05,SG,"Redick, JJ",33.8,"4,900",nor,v pho, 132-139,34:19,   26pt 4rb 2as 1st 3to 5trey 7-11fg 7-8ft
2019-12-05,PG,"Smith, Ishmael",32.2,"4,300",was,v phi, 119-113,34:03,   19pt 1rb 8as 2trey 7-11fg 3-4ft
