Date,Position,"LastName, FirstName",FD PTS,Salary,Team,Opp Team,Score,Min,Statline
2019-12-07,PG,"Westbrook, Russell",68.3,"9,400",hou,v pho, 115-109,37:15,   24pt 14rb 11as 3st 2bl 4to 1trey 10-18fg 3-4ft
2019-12-07,SG,"Harden, James",59.2,"12,100",hou,v pho, 115-109,39:04,   34pt 6rb 4as 3st 1bl 3trey 8-27fg 15-18ft
2019-12-07,PG,"Simmons, Ben",59.1,"9,300",phi,v cle, 141-94,25:39,   34pt 3rb 7as 2st 2bl 1to 1trey 12-14fg 9-12ft
2019-12-07,SG,"Booker, Devin",49.3,"8,200",pho,@ hou, 109-115,37:11,   35pt 4rb 5as 1st 1to 2trey 11-19fg 11-16ft
2019-12-07,PG,"Doncic, Luka",47.7,"12,000",dal,v nor, 130-84,26:11,   26pt 6rb 9as 1st 2to 2trey 8-15fg 8-10ft
2019-12-07,PG,"Burke, Trey",47.4,"3,500",phi,v cle, 141-94,26:35,   21pt 2rb 8as 4st 1trey 9-12fg 2-3ft
2019-12-07,PG,"Rubio, Ricky",35.7,"7,600",pho,@ hou, 109-115,35:45,   10pt 6rb 13as 1bl 4to 5-16fg 0-1ft
2019-12-07,PG,"Payton, Elfrid",34.1,"4,400",nyk,v ind, 103-104,17:25,   9pt 3rb 7as 3st 1bl 1to 1trey 3-7fg 2-2ft
2019-12-07,SG,"Barrett, RJ",31.3,"5,700",nyk,v ind, 103-104,36:22,   12pt 9rb 3as 1st 1bl 2to 1trey 4-11fg 3-6ft
2019-12-07,SG,"McLemore, Ben",28.4,"4,500",hou,v pho, 115-109,29:59,   27pt 2rb 1st 4to 5trey 10-15fg 2-2ft
2019-12-07,PG,"Jones, Tyus",26.7,"4,400",mem,@ uta, 112-126,27:38,   9pt 1rb 7as 3st 3to 1trey 4-9fg
2019-12-07,PG,"McConnell, TJ",25.9,"3,600",ind,@ nyk, 104-103,19:36,   6pt 2rb 11as 1st 2to 3-3fg
2019-12-07,PG,"Garland, Darius",25.5,"4,600",cle,@ phi, 94-141,30:35,   17pt 5rb 3as 2to 3trey 7-20fg
2019-12-07,SG,"Mitchell, Donovan",24.3,"8,300",uta,v mem, 126-112,32:58,   22pt 4rb 3as 7to 2trey 9-17fg 2-2ft
2019-12-07,PG,"Neto, Raul",23,"3,500",phi,v cle, 141-94,22:21,   9pt 6as 2st 1to 1trey 4-6fg
2019-12-07,PG,"Brunson, Jalen",22.9,"3,800",dal,v nor, 130-84,18:13,   14pt 2rb 3as 1st 1to 2trey 6-6fg
2019-12-07,SG,"Lamb, Jeremy",22.8,"6,300",ind,@ nyk, 104-103,34:20,   13pt 4rb 2as 1st 1to 2trey 5-15fg 1-1ft
2019-12-07,PG,"Holiday, Aaron",22.3,"3,600",ind,@ nyk, 104-103,28:24,   12pt 4rb 5as 2to 2trey 4-12fg 2-2ft
2019-12-07,PG,"Mudiay, Emmanuel",22.1,"3,500",uta,v mem, 126-112,21:44,   11pt 3rb 7as 3to 2trey 3-6fg 3-3ft
2019-12-07,SG,"Holiday, Jrue",21.6,"8,600",nor,@ dal, 84-130,24:38,   14pt 3rb 4as 2to 7-15fg
2019-12-07,PG,"Melton, De",20.1,"5,500",mem,@ uta, 112-126,20:22,   6pt 3rb 3as 2st 2-4fg 2-2ft
2019-12-07,SG,"Guduric, Marko",19,"3,500",mem,@ uta, 112-126,17:06,   8pt 5rb 2as 1st 1to 1trey 3-5fg 1-3ft
2019-12-07,SG,"Allen, Grayson",18.9,"3,800",mem,@ uta, 112-126,25:23,   13pt 2rb 1as 1st 1to 1trey 6-9fg
