Date,Position,"LastName, FirstName",FD PTS,Salary,Team,Opp Team,Score,Min,Statline
2019-11-24,PG,"Doncic, Luka",66.2,"12,100",dal,@ hou, 137-123,34:26,   41pt 6rb 10as 2st 1bl 6to 5trey 15-29fg 6-8ft
2019-11-24,SG,"Harden, James",56.3,"11,500",hou,v dal, 123-137,41:17,   32pt 9rb 11as 1st 6to 2trey 11-24fg 8-10ft
2019-11-24,PG,"Westbrook, Russell",41,"8,800",hou,v dal, 123-137,37:44,   27pt 5rb 6as 1st 4to 2trey 8-20fg 9-10ft
2019-11-24,SG,"Dinwiddie, Spencer",40.8,"7,900",bkn,@ nyk, 103-101,35:02,   30pt 4rb 4as 3trey 7-17fg 13-14ft
2019-11-24,PG,"Murray, Jamal",37.9,"7,200",den,v pho, 116-104,34:20,   22pt 7rb 3as 1st 4trey 9-21fg
2019-11-24,SG,"Bogdanovic, Bogdan",33.8,"7,300",sac,@ was, 113-106,27:40,   21pt 4rb 4as 1st 1to 3trey 7-16fg 4-6ft
2019-11-24,SG,"Beal, Bradley",33.6,"10,200",was,v sac, 106-113,41:11,   20pt 3rb 8as 2to 2trey 8-18fg 2-2ft
2019-11-24,SG,"Holiday, Jrue",30.4,"8,600",nor,@ lac, 109-134,35:49,   18pt 7rb 4as 2to 2trey 7-15fg 2-2ft
2019-11-24,PG,"Beverley, Patrick",29.4,"5,600",lac,v nor, 134-109,29:46,   10pt 7rb 4as 2bl 1to 2trey 4-5fg
2019-11-24,SG,"Okobo, Elie",27.4,"3,700",pho,@ den, 104-116,28:25,   16pt 2rb 4as 1st 3trey 6-11fg 1-2ft
2019-11-24,SG,"Williams, Louis",26.6,"6,900",lac,v nor, 134-109,24:56,   19pt 3rb 4as 2to 2trey 6-11fg 5-7ft
2019-11-24,PG,"Joseph, Cory",25.9,"4,900",sac,@ was, 113-106,35:45,   10pt 2rb 5as 2st 5-10fg
2019-11-24,SG,"Hield, Buddy",25.9,"7,500",sac,@ was, 113-106,36:10,   18pt 2rb 5as 2to 3trey 4-14fg 7-7ft
2019-11-24,SG,"McRae, Jordan",22.6,"3,500",was,v sac, 106-113,23:47,   12pt 3rb 4as 1st 2to 1trey 4-9fg 3-3ft
2019-11-24,PG,"Thomas, Isaiah",22.4,"5,300",was,v sac, 106-113,29:15,   17pt 2rb 2as 1bl 3to 4trey 6-11fg 1-1ft
2019-11-24,PG,"Ball, Lonzo",22.3,"6,000",nor,@ lac, 109-134,21:05,   9pt 4rb 5as 1st 2to 1trey 4-13fg
2019-11-24,PG,"Jr, Dennis",21.9,"3,500",nyk,v bkn, 101-103,20:22,   10pt 2rb 5as 1st 1to 2trey 4-11fg
2019-11-24,SG,"McGruder, Rodney",21,"3,500",lac,v nor, 134-109,16:42,   9pt 5rb 4as 1trey 4-6fg
2019-11-24,SG,"Wright, Delon",20.3,"4,700",dal,@ hou, 137-123,22:26,   9pt 4rb 5as 1to 4-11fg 1-1ft
2019-11-24,SG,"Redick, JJ",19.8,"5,200",nor,@ lac, 109-134,24:37,   12pt 4rb 2as 2trey 4-9fg 2-2ft
2019-11-24,PG,"Ntilikina, Frank",19.1,"4,400",nyk,v bkn, 101-103,31:53,   8pt 3rb 5as 1trey 3-11fg 1-1ft
2019-11-24,PG,"Morris, Monte",18.6,"3,700",den,v pho, 116-104,13:40,   10pt 3rb 4as 1to 1trey 4-5fg 1-3ft
2019-11-24,SG,"Ellington, Wayne",18.6,"3,500",nyk,v bkn, 101-103,28:19,   12pt 3rb 2as 4trey 4-8fg
2019-11-24,PG,"Smith, Ishmael",18.5,"4,400",was,v sac, 106-113,24:07,   7pt 5rb 3as 1st 2to 1trey 3-9fg
2019-11-24,SG,"Temple, Garrett",18,"5,300",bkn,@ nyk, 103-101,35:59,   12pt 2st 4trey 4-9fg 0-1ft
2019-11-24,SG,"Booker, Devin",15.7,"8,200",pho,@ den, 104-116,33:09,   12pt 1rb 5as 5to 1trey 5-13fg 1-1ft
2019-11-24,SG,"Dotson, Damyean",15.5,"3,600",nyk,v bkn, 101-103,20:54,   8pt 5rb 1as 1st 3to 1trey 3-7fg 1-2ft
2019-11-24,PG,"Robinson, Jerome",11.2,"3,500",lac,v nor, 134-109,14:37,   4pt 1rb 4as 1-6fg 2-2ft
2019-11-24,SG,"McLemore, Ben",11,"4,000",hou,v dal, 123-137,21:23,   2pt 5rb 1bl 0-6fg 2-2ft
2019-11-24,SG,"Harris, Gary",10.7,"4,700",den,v pho, 116-104,35:05,   6pt 1rb 3as 1to 1trey 2-7fg 1-2ft
2019-11-24,PG,"Ferrell, Yogi",10.3,"3,500",sac,@ was, 113-106,12:15,   4pt 4rb 1as 2-4fg
2019-11-24,PG,"Johnson, Tyler",9.5,"4,200",pho,@ den, 104-116,16:33,   7pt 3as 2to 2trey 2-4fg 1-2ft
2019-11-24,SG,"Beasley, Malik",9.4,"3,500",den,v pho, 116-104,10:31,   6pt 2rb 2as 2to 2trey 2-4fg
2019-11-24,PG,"Rivers, Austin",8.2,"3,900",hou,v dal, 123-137,22:42,   4pt 1rb 2as 2-7fg
2019-11-24,PG,"Carter, Jevon",7.9,"3,500",pho,@ den, 104-116,6:37,   2pt 2rb 3as 1to 1-2fg
2019-11-24,PG,"Curry, Seth",7.7,"3,700",dal,@ hou, 137-123,15:05,   2pt 1rb 1as 1st 1-4fg
2019-11-24,SG,"James, Justin",7.7,"3,500",sac,@ was, 113-106,16:11,   5pt 1rb 1as 1trey 2-3fg
2019-11-24,SG,"Shumpert, Iman",7.5,"3,500",bkn,@ nyk, 103-101,19:15,   5pt 1as 1st 2to 1trey 1-2fg 2-2ft
2019-11-24,PG,"Clemons, Chris",5.4,"3,700",hou,v dal, 123-137,1:48,   0pt 2rb 2as 0-1fg
2019-11-24,SG,"Pinson, Theo",5.2,"3,500",bkn,@ nyk, 103-101,17:12,   0pt 1rb 2as 1st 2to 0-4fg
2019-11-24,SG,"Walker, Nickeil",4.7,"4,200",nor,@ lac, 109-134,3:27,   2pt 1rb 1as 0-2fg 2-4ft
2019-11-24,PG,"Brunson, Jalen",4.5,"3,900",dal,@ hou, 137-123,2:39,   3pt 1as 1-1fg 1-1ft
2019-11-24,PG,"Jackson, Frank",4.2,"3,900",nor,@ lac, 109-134,11:55,   3pt 1rb 1trey 1-6fg
2019-11-24,PG,"Robinson, Justin",0,"3,500",was,v sac, 106-113,00:36,   0pt
2019-11-24,SG,"Mann, Terance",0,"3,500",lac,v nor, 134-109,3:20,   0pt
2019-11-24,SG,"Craig, Torrey",0,"3,900",den,v pho, 116-104,1:04,   0pt
2019-11-24,SG,"Trier, Allonzo",0,"3,500",nyk,v bkn, 101-103,0,   
2019-11-24,SG,"Lee, Courtney",0,"3,600",dal,@ hou, 137-123,0,   
2019-11-24,SG,"Guy, Kyle",0,"3,600",sac,@ was, 113-106,0,   
2019-11-24,SG,"Barrett, RJ",0,"7,600",nyk,v bkn, 101-103,0,   
2019-11-24,PG,"Barea, Jose",0,"3,800",dal,@ hou, 137-123,0,   
2019-11-24,SG,"Nwaba, David",0,"3,500",bkn,@ nyk, 103-101,0,   
2019-11-24,PG,"Rubio, Ricky",0,"6,300",pho,@ den, 104-116,0,   
2019-11-24,SG,"Hart, Josh",0,"4,500",nor,@ lac, 109-134,0,   
2019-11-24,PG,"Payton, Elfrid",0,"4,300",nyk,v bkn, 101-103,0,   
2019-11-24,PG,"Irving, Kyrie",0,"9,900",bkn,@ nyk, 103-101,0,   
2019-11-24,SG,"LeVert, Caris",0,"6,200",bkn,@ nyk, 103-101,0,   
2019-11-24,SG,"Dozier, PJ",0,"3,500",den,v pho, 116-104,0,   
2019-11-24,PG,"Jr, Derrick",0,"3,500",lac,v nor, 134-109,0,   
2019-11-24,SG,"Bullock, Reggie",0,"3,900",nyk,v bkn, 101-103,0,   
2019-11-24,SG,"Cleveland, Antonius",0,"3,500",dal,@ hou, 137-123,0,   
2019-11-24,SG,"Reaves, Josh",0,"3,500",dal,@ hou, 137-123,0,   
2019-11-24,PG,"Shamet, Landry",0,"3,800",lac,v nor, 134-109,0,   
2019-11-24,PG,"Chiozza, Chris",0,"3,500",was,v sac, 106-113,0,   
2019-11-24,SG,"Jerome, Ty",0,"3,500",pho,@ den, 104-116,0,   
2019-11-24,SG,"Luwawu, Timothe",0,"3,500",bkn,@ nyk, 103-101,0,   
2019-11-24,PG,"Fox, De",0,"8,000",sac,@ was, 113-106,0,   
2019-11-24,PG,"Gray, Josh",0,"3,500",nor,@ lac, 109-134,0,   
2019-11-24,PG,"Lecque, Jalen",0,"3,500",pho,@ den, 104-116,0,   
2019-11-24,SG,"Allen, Kadeem",0,"3,500",nyk,v bkn, 101-103,0,   
2019-11-24,PG,"Harper, Jared",0,"3,500",pho,@ den, 104-116,0,   
2019-11-24,SG,"Mathews, Garrison",0,"3,500",was,v sac, 106-113,0,   
2019-11-24,PF,"Porzingis, Kristaps",51.1,"8,500",dal,@ hou, 137-123,33:41,   23pt 13rb 3as 2st 1bl 1to 2trey 9-17fg 3-4ft
2019-11-24,SF,"Jr, Tim",48.3,"4,000",dal,@ hou, 137-123,38:14,   31pt 4rb 5as 2st 1to 5trey 10-18fg 6-7ft
2019-11-24,PF,"Holmes, Richaun",46.5,"6,300",sac,@ was, 113-106,36:25,   16pt 10rb 1as 2st 4bl 1to 7-9fg 2-2ft
2019-11-24,PF,"Saric, Dario",44.4,"4,700",pho,@ den, 104-116,33:01,   18pt 17rb 2as 1bl 4trey 7-11fg
2019-11-24,SF,"Ingram, Brandon",42.1,"9,500",nor,@ lac, 109-134,35:12,   24pt 8rb 5as 1bl 2to 3trey 9-22fg 3-3ft
2019-11-24,SF,"Barton, Will",39.6,"6,100",den,v pho, 116-104,32:29,   22pt 8rb 4as 1st 1to 4trey 8-18fg 2-2ft
2019-11-24,PF,"Leonard, Kawhi",38.8,"9,800",lac,v nor, 134-109,27:51,   26pt 4rb 6as 1to 2trey 7-19fg 10-12ft
2019-11-24,SF,"George, Paul",38,"9,100",lac,v nor, 134-109,30:55,   18pt 5rb 2as 3st 1bl 1to 6trey 6-20fg
2019-11-24,PF,"Allen, Jarrett",34.5,"6,900",bkn,@ nyk, 103-101,31:44,   18pt 10rb 1as 1st 5-9fg 8-11ft
2019-11-24,PF,"Tucker, PJ",34,"4,700",hou,v dal, 123-137,35:58,   16pt 5rb 2as 2st 1bl 2trey 7-10fg
2019-11-24,SF,"Prince, Taurean",32.7,"5,600",bkn,@ nyk, 103-101,34:06,   14pt 11rb 5as 2to 2trey 6-14fg
2019-11-24,PF,"Bjelica, Nemanja",31.9,"5,700",sac,@ was, 113-106,29:02,   6pt 12rb 3as 3st 1bl 5to 3-11fg
2019-11-24,PF,"Diallo, Cheick",31.7,"3,500",pho,@ den, 104-116,35:51,   22pt 6rb 1as 1bl 2to 10-12fg 2-2ft
2019-11-24,SF,"Morris, Marcus",30.8,"6,700",nyk,v bkn, 101-103,32:41,   26pt 4rb 1st 3to 7trey 9-17fg 1-2ft
2019-11-24,SF,"Smith, Dorian",30.5,"4,100",dal,@ hou, 137-123,32:14,   12pt 10rb 1as 1st 1bl 1to 2trey 4-11fg 2-2ft
2019-11-24,SF,"Barnes, Harrison",29.3,"5,500",sac,@ was, 113-106,34:57,   26pt 4rb 1as 3to 3trey 7-8fg 9-11ft
2019-11-24,PF,"Millsap, Paul",29,"6,600",den,v pho, 116-104,26:45,   23pt 5rb 2trey 6-12fg 9-9ft
2019-11-24,PF,"Randle, Julius",28.6,"8,000",nyk,v bkn, 101-103,31:48,   15pt 8rb 4as 2to 1trey 6-10fg 2-4ft
2019-11-24,SF,"Bertans, Davis",28.2,"5,500",was,v sac, 106-113,29:21,   12pt 6rb 2as 1st 1bl 4trey 4-10fg
2019-11-24,SF,"Moore, E",24.1,"4,300",nor,@ lac, 109-134,21:14,   17pt 3rb 1as 1bl 1to 3trey 7-12fg
2019-11-24,PF,"Gibson, Taj",22.1,"3,800",nyk,v bkn, 101-103,20:13,   8pt 8rb 1as 1st 4-5fg 0-1ft
2019-11-24,SF,"House, Danuel",21.4,"5,200",hou,v dal, 123-137,34:48,   16pt 2rb 1st 3trey 5-12fg 3-4ft
2019-11-24,PF,"Kaminsky, Frank",19.3,"4,000",pho,@ den, 104-116,19:09,   7pt 4rb 3as 1st 3-7fg 1-1ft
2019-11-24,SF,"Knox, Kevin",19.1,"3,600",nyk,v bkn, 101-103,17:40,   5pt 3rb 3as 1st 1bl 1trey 1-4fg 2-2ft
2019-11-24,SF,"Oubre, Kelly",18.6,"7,300",pho,@ den, 104-116,29:03,   10pt 3rb 2as 1st 1to 4-12fg 2-2ft
2019-11-24,PF,"Hachimura, Rui",15.3,"5,500",was,v sac, 106-113,23:25,   7pt 4rb 1as 1st 1to 1trey 2-7fg 2-2ft
2019-11-24,SF,"Williams, Kenrich",14.5,"4,800",nor,@ lac, 109-134,22:02,   2pt 5rb 3as 1bl 1to 1-2fg 0-1ft
2019-11-24,SF,"Musa, Dzanan",14.1,"3,500",bkn,@ nyk, 103-101,21:17,   5pt 3rb 3as 1st 2to 1trey 2-6fg 0-2ft
2019-11-24,SF,"Harris, Joe",13.7,"4,900",bkn,@ nyk, 103-101,29:15,   13pt 1rb 1as 2to 3trey 4-13fg 2-2ft
2019-11-24,PF,"Kleber, Maxi",12.9,"4,400",dal,@ hou, 137-123,25:26,   11pt 2rb 1as 2to 2trey 3-5fg 3-3ft
2019-11-24,PF,"Grant, Jerami",12,"3,800",den,v pho, 116-104,21:15,   3pt 5rb 1bl 1-3fg 1-3ft
2019-11-24,SF,"Jr, Troy",9.9,"3,900",was,v sac, 106-113,14:36,   0pt 2rb 3as 1st 0-6fg
