Date,Position,"LastName, FirstName",FD PTS,Salary,Team,Opp Team,Score,Min,Statline
2019-10-25,SG,"LaVine, Zach",60.2,"8,000",chi,@ mem, 110-102,33:22,   37pt 6rb 4as 3st 1bl 2to 4trey 13-23fg 7-10ft
2019-10-25,SG,"Alexander, Shai",55.4,"6,800",okc,v was, 85-97,36:04,   28pt 7rb 4as 2st 3bl 2to 2trey 10-17fg 6-8ft
2019-10-25,PG,"Doncic, Luka",55,"10,000",dal,@ nor, 123-116,37:41,   25pt 10rb 10as 2st 3to 3trey 10-19fg 2-2ft
2019-10-25,PG,"Lillard, Damian",54.5,"9,600",por,@ sac, 122-112,34:02,   35pt 5rb 5as 3st 3to 3trey 12-20fg 8-8ft
2019-10-25,SG,"Wright, Delon",47.9,"5,400",dal,@ nor, 123-116,31:56,   20pt 7rb 3as 5st 8-12fg 4-4ft
2019-10-25,SG,"Brown, Jaylen",46.8,"5,500",bos,v tor, 112-106,38:04,   25pt 9rb 4as 2bl 1to 2trey 11-20fg 1-1ft
2019-10-25,PG,"Lowry, Kyle",46.3,"7,600",tor,@ bos, 106-112,39:42,   29pt 4rb 7as 1st 1bl 4to 6trey 11-18fg 1-1ft
2019-10-25,SG,"Mitchell, Donovan",45.5,"8,500",uta,@ lal, 86-95,33:58,   24pt 5rb 3as 3st 1bl 1to 7-15fg 10-10ft
2019-10-25,PG,"Murray, Jamal",42.9,"7,100",den,v pho, 108-107,40:37,   27pt 7rb 3as 1st 1bl 3to 2trey 8-19fg 9-11ft
2019-10-25,PG,"Walker, Kemba",42.2,"8,200",bos,v tor, 112-106,36:13,   22pt 6rb 2as 2st 2bl 2to 2trey 8-22fg 4-4ft
2019-10-25,PG,"Irving, Kyrie",40.9,"9,700",bkn,v nyk, 113-109,31:13,   26pt 2rb 5as 3st 4to 2trey 8-19fg 8-8ft
2019-10-25,PG,"Fox, De",39.7,"8,000",sac,v por, 112-122,34:07,   28pt 6rb 5as 3to 3trey 7-18fg 11-14ft
2019-10-25,SG,"Barrett, RJ",37.1,"6,200",nyk,@ bkn, 109-113,35:40,   16pt 3rb 3as 6st 5to 2trey 7-16fg 0-3ft
2019-10-25,PG,"Ball, Lonzo",36.1,"6,800",nor,v dal, 116-123,33:13,   15pt 8rb 5as 2st 2to 3trey 6-16fg 0-2ft
2019-10-25,PG,"White, Coby",35.2,"4,700",chi,@ mem, 110-102,30:19,   25pt 6rb 2as 4trey 10-16fg 1-2ft
2019-10-25,SG,"Booker, Devin",34.5,"8,800",pho,@ den, 107-108,41:24,   18pt 5rb 7as 1bl 3to 1trey 6-21fg 5-6ft
2019-10-25,PG,"Rubio, Ricky",33.1,"7,000",pho,@ den, 107-108,35:31,   9pt 8rb 9as 2st 5to 1-7fg 7-7ft
2019-10-25,PG,"Napier, Shabazz",32.7,"3,500",min,@ cha, 121-99,20:50,   5pt 6rb 9as 1st 2bl 2to 1trey 1-6fg 2-2ft
2019-10-25,SG,"Beal, Bradley",31.7,"9,500",was,@ okc, 97-85,34:33,   17pt 6rb 3as 1st 1bl 3to 3trey 7-22fg 0-1ft
2019-10-25,PG,"Dinwiddie, Spencer",30.9,"5,100",bkn,v nyk, 113-109,26:52,   20pt 2rb 5as 1bl 2to 2trey 5-12fg 8-10ft
2019-10-25,SG,"Holiday, Jrue",30.8,"8,700",nor,v dal, 116-123,33:13,   8pt 4rb 8as 2st 2-11fg 4-4ft
2019-10-25,SG,"Hart, Josh",30.8,"4,400",nor,v dal, 116-123,26:25,   16pt 9rb 2st 2to 1trey 5-9fg 5-6ft
2019-10-25,SG,"Trier, Allonzo",30.6,"3,500",nyk,@ bkn, 109-113,23:25,   22pt 3rb 2as 1st 1bl 4to 3trey 6-7fg 7-11ft
2019-10-25,PG,"Satoransky, Tomas",29.6,"4,300",chi,@ mem, 110-102,21:57,   9pt 3rb 2as 4st 1bl 1to 2-7fg 5-5ft
2019-10-25,PG,"Graham, Devonte",29.4,"5,100",cha,v min, 99-121,27:56,   24pt 2rb 4as 3to 6trey 8-15fg 2-4ft
2019-10-25,SG,"Wiggins, Andrew",28.8,"6,700",min,@ cha, 121-99,32:40,   16pt 4rb 2as 1st 1bl 1to 6-13fg 4-5ft
2019-10-25,SG,"Bogdanovic, Bogdan",28.7,"5,000",sac,v por, 112-122,28:42,   16pt 1rb 3as 3st 2to 4trey 5-11fg 2-3ft
2019-10-25,SG,"Anderson, Kyle",28.5,"4,700",mem,v chi, 102-110,20:12,   9pt 5rb 5as 1st 1bl 1trey 4-6fg 0-2ft
2019-10-25,PG,"Dunn, Kris",28.4,"5,200",chi,@ mem, 110-102,26:03,   6pt 2rb 4as 3st 2bl 1to 3-9fg
2019-10-25,PG,"Rozier, Terry",28.2,"6,600",cha,v min, 99-121,17:37,   11pt 1rb 10as 1st 2to 1trey 4-6fg 2-2ft
2019-10-25,SG,"McCollum, CJ",26.9,"6,700",por,@ sac, 122-112,33:44,   19pt 2rb 3as 1st 2to 1trey 8-18fg 2-2ft
2019-10-25,PG,"Brunson, Jalen",26.6,"4,000",dal,@ nor, 123-116,28:45,   14pt 8rb 2as 2trey 6-11fg
2019-10-25,SG,"Green, Danny",26.3,"4,800",lal,v uta, 95-86,28:20,   9pt 4rb 1as 3st 1bl 1to 2trey 3-8fg 1-2ft
2019-10-25,PG,"Morant, Ja",26.1,"7,100",mem,v chi, 102-110,28:20,   10pt 3rb 5as 3st 4to 1trey 3-9fg 3-4ft
2019-10-25,SG,"Hield, Buddy",25.5,"7,000",sac,v por, 112-122,31:39,   21pt 5rb 1as 3to 4trey 7-18fg 3-3ft
2019-10-25,SG,"Beasley, Malik",25.3,"3,500",den,v pho, 108-107,28:43,   17pt 4rb 1as 1st 1to 2trey 7-11fg 1-1ft
2019-10-25,SG,"VanVleet, Fred",25,"6,600",tor,@ bos, 106-112,41:47,   8pt 5rb 6as 1st 1bl 4to 2trey 2-11fg 2-2ft
2019-10-25,SG,"Bradley, Avery",24,"3,700",lal,v uta, 95-86,25:50,   9pt 5rb 2st 1bl 1trey 3-8fg 2-2ft
2019-10-25,SG,"Schroder, Dennis",22.3,"5,100",okc,v was, 85-97,25:09,   9pt 4rb 3as 1st 1bl 2to 4-14fg 1-2ft
2019-10-25,SG,"Daniels, Troy",20.6,"3,500",lal,v uta, 95-86,21:22,   15pt 3rb 1st 1to 4trey 5-9fg 1-1ft
2019-10-25,SG,"LeVert, Caris",20.4,"6,900",bkn,v nyk, 113-109,24:14,   12pt 2rb 4as 2st 6to 1trey 4-7fg 3-4ft
2019-10-25,SG,"Harris, Gary",20.4,"5,200",den,v pho, 108-107,34:08,   13pt 2rb 2st 1to 1trey 4-9fg 4-5ft
2019-10-25,PG,"Teague, Jeff",18.9,"6,200",min,@ cha, 121-99,22:19,   4pt 2rb 5as 2st 1to 1-4fg 2-3ft
2019-10-25,SG,"Smart, Marcus",18.7,"5,000",bos,v tor, 112-106,28:06,   10pt 1rb 3as 1st 2trey 4-11fg
2019-10-25,PG,"Conley, Mike",18.3,"7,300",uta,@ lal, 86-95,31:15,   13pt 4rb 3as 4to 1trey 3-11fg 6-6ft
2019-10-25,PG,"Simons, Anfernee",17.4,"3,500",por,@ sac, 122-112,21:09,   15pt 2rb 1st 3to 3trey 6-9fg
2019-10-25,SG,"Brooks, Dillon",17.1,"4,300",mem,v chi, 102-110,29:40,   6pt 3rb 1as 2st 1bl 3to 2trey 2-12fg
2019-10-25,SG,"Craig, Torrey",17,"3,800",den,v pho, 108-107,22:59,   0pt 5rb 4bl 1to 0-4fg
2019-10-25,PG,"Smith, Ishmael",16.9,"5,100",was,@ okc, 97-85,32:47,   4pt 2rb 5as 1st 2-8fg
