Date,Position,"LastName, FirstName",FD PTS,Salary,Team,Opp Team,Score,Min,Statline
2019-12-08,PG,"Young, Trae",48.7,"10,400",atl,@ cha, 122-107,35:00,   30pt 6rb 9as 2to 4trey 9-20fg 8-8ft
2019-12-08,SG,"Butler, Jimmy",43.7,"9,300",mia,v chi, 110-105,44:11,   23pt 6rb 7as 1st 1bl 3to 3-14fg 17-21ft
2019-12-08,PG,"Lowry, Kyle",42.7,"8,000",tor,@ phi, 104-110,37:45,   26pt 6rb 5as 2st 4to 4trey 7-14fg 8-9ft
2019-12-08,PG,"Doncic, Luka",41.4,"11,700",dal,v sac, 106-110,35:02,   27pt 7rb 8as 6to 3trey 10-24fg 4-5ft
2019-12-08,PG,"Lillard, Damian",40.1,"9,400",por,v okc, 96-108,38:34,   26pt 3rb 7as 1st 3to 2trey 8-24fg 8-8ft
2019-12-08,SG,"Herro, Tyler",39.7,"4,600",mia,v chi, 110-105,40:47,   27pt 6rb 3as 1st 2to 5trey 10-22fg 2-2ft
2019-12-08,SG,"Alexander, Shai",38.3,"6,800",okc,@ por, 108-96,38:16,   21pt 9rb 3as 1st 1to 2trey 5-14fg 9-12ft
2019-12-08,SG,"Hield, Buddy",38.3,"8,000",sac,@ dal, 110-106,34:20,   26pt 4rb 5as 5trey 10-15fg 1-1ft
2019-12-08,PG,"Dinwiddie, Spencer",37.8,"8,500",bkn,v den, 105-102,34:20,   24pt 4rb 8as 3to 10-17fg 4-5ft
2019-12-08,PG,"Simmons, Ben",37.7,"9,300",phi,v tor, 110-104,39:11,   16pt 11rb 9as 5to 8-11fg
2019-12-08,PG,"Paul, Chris",36.8,"7,200",okc,@ por, 108-96,31:14,   20pt 4rb 2as 3st 2trey 7-17fg 4-5ft
2019-12-08,SG,"Graham, Devonte",36.2,"8,400",cha,v atl, 107-122,34:08,   12pt 6rb 8as 2st 1to 2trey 4-17fg 2-4ft
2019-12-08,SG,"McCollum, CJ",35,"7,300",por,v okc, 96-108,37:36,   20pt 5rb 2as 2st 2trey 8-21fg 2-4ft
2019-12-08,PG,"Dunn, Kris",33,"5,000",chi,@ mia, 105-110,33:34,   16pt 5rb 2as 3st 1to 6-9fg 4-5ft
2019-12-08,PG,"Caruso, Alex",32.8,"3,500",lal,v min, 142-125,30:20,   16pt 4rb 4as 2st 2trey 6-11fg 2-4ft
