Date,Position,"LastName, FirstName",FD PTS,Salary,Team,Opp Team,Score,Min,Statline
2019-12-04,SG,"Graham, Devonte",58.9,"8,300",cha,v gsw, 106-91,35:54,   33pt 7rb 9as 2st 2to 10trey 10-22fg 3-3ft
2019-12-04,SG,"McCollum, CJ",56.8,"6,900",por,v sac, 127-116,37:04,   33pt 4rb 4as 1st 4bl 2to 5trey 14-22fg
2019-12-04,PG,"Young, Trae",54.6,"10,300",atl,v bkn, 118-130,37:15,   39pt 3rb 10as 1st 6to 5trey 13-23fg 8-10ft
2019-12-04,SG,"Butler, Jimmy",52.2,"8,600",mia,@ bos, 93-112,37:14,   37pt 6rb 4as 2st 4to 6trey 12-18fg 7-10ft
2019-12-04,PG,"Walker, Kemba",51.3,"7,700",bos,v mia, 112-93,31:27,   28pt 4rb 7as 2st 1bl 1to 6trey 9-17fg 4-4ft
2019-12-04,PG,"Rozier, Terry",50.9,"7,500",cha,v gsw, 106-91,35:39,   25pt 7rb 7as 3st 2to 5trey 10-20fg
2019-12-04,PG,"Lillard, Damian",48.8,"9,100",por,v sac, 127-116,37:27,   24pt 4rb 10as 2st 1bl 4to 4trey 7-12fg 6-7ft
2019-12-04,SG,"Hield, Buddy",46.9,"7,400",sac,@ por, 116-127,40:20,   23pt 7rb 7as 2st 1to 3trey 8-24fg 4-6ft
2019-12-04,PG,"Rondo, Rajon",46.8,"4,300",lal,@ uta, 121-96,32:00,   14pt 9rb 12as 2st 2to 2trey 5-12fg 2-2ft
2019-12-04,SG,"Wiggins, Andrew",39.5,"8,300",min,@ dal, 114-121,31:38,   26pt 5rb 1as 3bl 3to 3trey 7-24fg 9-11ft
2019-12-04,SG,"Mitchell, Donovan",39.3,"8,000",uta,v lal, 96-121,33:04,   29pt 4rb 5as 2to 3trey 11-24fg 4-5ft
2019-12-04,PG,"Satoransky, Tomas",39.2,"5,800",chi,v mem, 106-99,33:14,   13pt 6rb 8as 3st 2to 3-10fg 7-9ft
2019-12-04,SG,"LaVine, Zach",38.7,"8,500",chi,v mem, 106-99,33:32,   25pt 6rb 3as 1st 1bl 4to 2trey 7-13fg 9-11ft
2019-12-04,PG,"Dinwiddie, Spencer",37.7,"8,700",bkn,@ atl, 130-118,34:29,   24pt 6rb 5as 2st 7to 10-22fg 4-6ft
2019-12-04,SG,"Middleton, Khris",37.1,"6,900",mil,@ det, 127-103,25:28,   17pt 8rb 5as 1st 2trey 6-12fg 3-3ft
2019-12-04,PG,"Doncic, Luka",34.4,"12,500",dal,v min, 121-114,31:39,   22pt 7rb 6as 5to 1trey 8-22fg 5-8ft
2019-12-04,SG,"Temple, Garrett",34.3,"5,400",bkn,@ atl, 130-118,34:25,   27pt 4rb 3as 2to 6trey 10-16fg 1-1ft
2019-12-04,PG,"Bledsoe, Eric",31.2,"7,100",mil,@ det, 127-103,26:44,   13pt 6rb 6as 1bl 1to 1trey 6-11fg
2019-12-04,SG,"Ross, Terrence",31.1,"4,700",orl,v pho, 128-114,22:16,   22pt 3rb 1as 2st 2to 3trey 7-14fg 5-5ft
2019-12-04,PG,"Melton, De",29.5,"4,400",mem,@ chi, 99-106,29:49,   8pt 5rb 7as 3st 4to 3-8fg 2-2ft
2019-12-04,SG,"Fournier, Evan",28.4,"6,900",orl,v pho, 128-114,27:31,   21pt 2rb 4as 1st 4to 3trey 9-15fg
2019-12-04,PG,"Brogdon, Malcolm",27.8,"8,300",ind,@ okc, 107-100,31:14,   11pt 4rb 6as 1st 2trey 4-13fg 1-2ft
