Date,Position,"LastName, FirstName",FD PTS,Salary,Team,Opp Team,Score,Min,Statline
2019-12-06,SG,"Butler, Jimmy",63.7,"9,100",mia,v was, 112-103,36:27,   28pt 11rb 11as 1st 2bl 3to 2trey 9-16fg 8-11ft
2019-12-06,PG,"Teague, Jeff",53.5,"5,500",min,@ okc, 127-139,40:21,   32pt 5rb 9as 2st 4to 4trey 12-17fg 4-4ft
2019-12-06,PG,"Paul, Chris",51.3,"6,900",okc,v min, 139-127,37:21,   30pt 4rb 7as 2bl 1trey 11-20fg 7-7ft
2019-12-06,PG,"Lillard, Damian",45.4,"9,400",por,v lal, 113-136,40:44,   29pt 7rb 8as 4to 2trey 9-18fg 9-11ft
2019-12-06,SG,"Graham, Devonte",43.6,"8,400",cha,v bkn, 104-111,33:36,   29pt 3rb 8as 1st 4to 6trey 8-19fg 7-8ft
2019-12-06,SG,"DeRozan, DeMar",40.5,"8,300",sas,v sac, 105-104,39:42,   15pt 10rb 7as 2st 3to 3trey 5-14fg 2-3ft
2019-12-06,SG,"Beal, Bradley",39.8,"9,800",was,@ mia, 103-112,39:15,   23pt 4rb 8as 1st 1bl 6to 4trey 7-17fg 5-6ft
2019-12-06,SG,"Herro, Tyler",38.4,"4,300",mia,v was, 112-103,32:01,   22pt 7rb 2as 2st 1to 2trey 10-18fg
2019-12-06,SG,"Alexander, Shai",38,"6,600",okc,v min, 139-127,41:32,   29pt 5rb 2as 1st 3to 1trey 8-13fg 12-12ft
2019-12-06,PG,"Dinwiddie, Spencer",35.4,"8,500",bkn,@ cha, 111-104,32:51,   13pt 2rb 12as 2st 4to 3trey 4-13fg 2-4ft
2019-12-06,PG,"Brogdon, Malcolm",34.5,"8,100",ind,@ det, 101-108,32:24,   21pt 5rb 5as 1st 3to 2trey 7-14fg 5-6ft
2019-12-06,SG,"Schroder, Dennis",34.4,"5,500",okc,v min, 139-127,39:02,   25pt 2rb 2as 1st 1bl 2to 1trey 10-17fg 4-4ft
2019-12-06,PG,"Walker, Kemba",33.9,"8,100",bos,v den, 108-95,28:37,   19pt 2rb 3as 2st 2bl 4to 3trey 8-16fg
2019-12-06,SG,"Middleton, Khris",33.7,"7,000",mil,v lac, 119-91,25:29,   17pt 6rb 5as 1bl 1to 3trey 7-9fg
2019-12-06,SG,"LaVine, Zach",33.2,"8,400",chi,v gsw, 98-100,34:11,   22pt 6rb 6as 5to 4trey 8-20fg 2-3ft
2019-12-06,SG,"Hield, Buddy",32.4,"8,000",sac,@ sas, 104-105,39:05,   23pt 7rb 1bl 2to 3trey 10-27fg
2019-12-06,PG,"Rozier, Terry",32.2,"7,500",cha,v bkn, 104-111,35:34,   24pt 6rb 4as 5to 5trey 8-14fg 3-3ft
2019-12-06,PG,"Murray, Dejounte",31.9,"5,200",sas,v sac, 105-104,31:43,   14pt 7rb 3as 3st 4to 5-10fg 4-4ft
2019-12-06,PG,"Smith, Ishmael",31.4,"4,300",was,@ mia, 103-112,32:28,   15pt 2rb 8as 1st 1to 2trey 6-11fg 1-1ft
2019-12-06,PG,"Augustin, DJ",30.1,"4,800",orl,@ cle, 93-87,26:19,   10pt 3rb 7as 3st 3to 1trey 2-10fg 5-6ft
2019-12-06,PG,"Rose, Derrick",29.7,"5,700",det,v ind, 108-101,25:43,   14pt 6rb 5as 1st 2to 7-17fg
2019-12-06,SG,"Lamb, Jeremy",29,"6,200",ind,@ det, 101-108,33:45,   12pt 5rb 4as 2st 1to 2trey 4-10fg 2-2ft
2019-12-06,SG,"DiVincenzo, Donte",28.5,"4,000",mil,v lac, 119-91,22:09,   11pt 5rb 1as 4st 2to 1trey 2-7fg 6-6ft
2019-12-06,SG,"McCollum, CJ",28.1,"7,300",por,v lal, 113-136,34:36,   15pt 3rb 5as 1st 1to 3trey 5-13fg 2-2ft
2019-12-06,SG,"Ross, Terrence",27.1,"5,100",orl,@ cle, 93-87,26:36,   21pt 3rb 1as 1st 2to 4trey 6-14fg 5-5ft
2019-12-06,PG,"Dunn, Kris",26.3,"5,000",chi,v gsw, 98-100,28:32,   9pt 4rb 1as 3st 1bl 1to 1trey 4-11fg
2019-12-06,PG,"Murray, Jamal",26.1,"7,400",den,@ bos, 95-108,34:05,   10pt 3rb 3as 2st 1bl 1to 5-14fg
2019-12-06,PG,"Nunn, Kendrick",25.6,"5,100",mia,v was, 112-103,29:37,   14pt 3rb 4as 1bl 1to 1trey 6-14fg 1-1ft
2019-12-06,SG,"Brown, Bruce",25.6,"3,800",det,v ind, 108-101,23:40,   5pt 8rb 6as 1bl 1to 1trey 2-6fg
2019-12-06,PG,"Mills, Patty",25.5,"3,500",sas,v sac, 105-104,33:02,   13pt 5as 2st 1to 2trey 5-11fg 1-3ft
2019-12-06,SG,"Fournier, Evan",24.4,"7,000",orl,@ cle, 93-87,29:12,   18pt 2rb 2as 1bl 2to 2trey 6-15fg 4-5ft
2019-12-06,PG,"Sexton, Collin",24.1,"6,000",cle,v orl, 87-93,30:13,   19pt 3rb 1as 1st 3to 1trey 8-16fg 2-2ft
2019-12-06,PG,"Ferrell, Yogi",23.5,"3,700",sac,@ sas, 104-105,23:03,   17pt 3as 1st 1to 6-11fg 5-5ft
2019-12-06,PG,"Hill, George",23.4,"3,800",mil,v lac, 119-91,16:09,   6pt 2rb 4as 3st 2-3fg 2-2ft
2019-12-06,SG,"Shumpert, Iman",23.1,"3,500",bkn,@ cha, 111-104,21:31,   4pt 3rb 3as 4st 1to 2-6fg
2019-12-06,PG,"Bledsoe, Eric",22.7,"7,200",mil,v lac, 119-91,22:55,   10pt 1rb 5as 2st 2to 2trey 4-10fg
2019-12-06,PG,"Williams, Michael",21.9,"3,500",orl,@ cle, 93-87,18:55,   4pt 7rb 3as 2st 1to 2-2fg
2019-12-06,PG,"Rondo, Rajon",21.1,"5,500",lal,@ por, 136-113,14:32,   6pt 3rb 3as 2st 1bl 2to 2trey 2-2fg
2019-12-06,SG,"Matthews, Wes",20.9,"3,500",mil,v lac, 119-91,22:43,   9pt 7rb 3as 1to 3trey 3-6fg
2019-12-06,PG,"White, Coby",20.6,"5,000",chi,v gsw, 98-100,19:28,   14pt 3rb 2as 4trey 5-10fg
2019-12-06,PG,"Simons, Anfernee",18.9,"3,500",por,v lal, 113-136,16:56,   15pt 2rb 1as 3trey 5-10fg 2-2ft
2019-12-06,PG,"Satoransky, Tomas",18.9,"6,500",chi,v gsw, 98-100,32:19,   6pt 2rb 5as 2st 3to 3-7fg
2019-12-06,SG,"Russell, D",18.9,"8,000",gsw,@ chi, 100-98,28:35,   7pt 7rb 5as 4to 2trey 2-8fg 1-2ft
2019-12-06,SG,"Temple, Garrett",18.4,"5,600",bkn,@ cha, 111-104,32:52,   8pt 2rb 4as 1st 1bl 4to 2trey 3-9fg
2019-12-06,SG,"Connaughton, Pat",18.3,"3,600",mil,v lac, 119-91,21:08,   13pt 4rb 1as 1to 2trey 5-5fg 1-1ft
2019-12-06,PG,"Fultz, Markelle",17,"6,200",orl,@ cle, 93-87,26:56,   8pt 5rb 2as 1st 3to 3-9fg 2-2ft
2019-12-06,SG,"Green, Danny",17,"3,700",lal,@ por, 136-113,21:08,   3pt 5rb 2as 1st 1bl 1to 1trey 1-3fg
2019-12-06,SG,"Nwaba, David",16.6,"3,500",bkn,@ cha, 111-104,16:01,   13pt 3rb 2trey 5-9fg 1-2ft
2019-12-06,PG,"Bowman, Ky",16,"4,500",gsw,@ chi, 100-98,20:55,   8pt 6as 1to 2trey 3-4fg
2019-12-06,SG,"Forbes, Bryn",15.9,"4,200",sas,v sac, 105-104,19:38,   9pt 2rb 1as 1st 1trey 4-8fg
2019-12-06,SG,"Bogdanovic, Bogdan",15.8,"5,700",sac,@ sas, 104-105,21:18,   9pt 4rb 1st 1to 1trey 4-12fg
2019-12-06,PG,"Wanamaker, Brad",15.7,"3,700",bos,v den, 108-95,19:23,   5pt 1rb 3as 1st 1bl 1to 2-5fg 1-2ft
2019-12-06,PG,"Caruso, Alex",15.7,"3,500",lal,@ por, 136-113,23:46,   8pt 1rb 3as 1st 1to 1trey 2-4fg 3-4ft
2019-12-06,SG,"Harris, Gary",15.6,"4,600",den,@ bos, 95-108,32:50,   7pt 3rb 4as 1to 1trey 3-8fg
2019-12-06,SG,"Pope, Kentavious",15.5,"4,000",lal,@ por, 136-113,27:01,   5pt 5as 1st 1trey 1-3fg 2-2ft
2019-12-06,SG,"Pinson, Theo",15.4,"3,500",bkn,@ cha, 111-104,14:18,   5pt 7rb 1st 1to 1-9fg 3-3ft
2019-12-06,SG,"Belinelli, Marco",14.9,"3,500",sas,v sac, 105-104,18:30,   11pt 2rb 1as 3trey 4-5fg
2019-12-06,PG,"Robinson, Jerome",14.6,"3,700",lac,@ mil, 91-119,19:37,   6pt 3rb 2as 1st 1to 3-12fg
2019-12-06,PG,"Garland, Darius",14.5,"4,600",cle,v orl, 87-93,30:06,   9pt 5rb 1as 2to 1trey 3-8fg 2-2ft
2019-12-06,PG,"Napier, Shabazz",14.4,"3,500",min,@ okc, 127-139,14:20,   13pt 2rb 1to 1trey 5-9fg 2-2ft
2019-12-06,SG,"Daniels, Troy",13.7,"3,500",lal,@ por, 136-113,12:37,   9pt 1rb 1as 1st 1to 3trey 3-5fg
2019-12-06,PG,"Dellavedova, Matthew",13.4,"3,500",cle,v orl, 87-93,14:21,   5pt 2rb 4as 1trey 2-4fg
2019-12-06,PG,"Beverley, Patrick",13.3,"5,500",lac,@ mil, 91-119,29:53,   6pt 4rb 1as 1st 2to 2trey 2-7fg
2019-12-06,SG,"Williams, Louis",11.7,"6,800",lac,@ mil, 91-119,23:14,   11pt 1rb 3as 5to 1trey 5-13fg
2019-12-06,SG,"Monk, Malik",11.7,"4,300",cha,v bkn, 104-111,16:52,   4pt 1rb 1as 1st 1bl 1to 2-4fg
2019-12-06,SG,"Smart, Marcus",11.4,"6,100",bos,v den, 108-95,28:28,   9pt 2rb 2as 3to 1trey 4-5fg
2019-12-06,SG,"Robinson, Duncan",11.3,"4,200",mia,v was, 112-103,41:34,   6pt 4rb 1as 1to 2trey 2-9fg
2019-12-06,PG,"Morris, Monte",11.2,"3,600",den,@ bos, 95-108,13:55,   9pt 1rb 2as 2to 2-5fg 5-6ft
2019-12-06,PG,"Joseph, Cory",10.7,"5,000",sac,@ sas, 104-105,38:12,   7pt 1rb 1as 1st 2to 1trey 3-9fg
2019-12-06,SG,"Brown, Sterling",10.7,"3,600",mil,v lac, 119-91,8:56,   3pt 1rb 1as 2st 1to 1trey 1-2fg 0-2ft
2019-12-06,SG,"Galloway, Langston",10.4,"3,900",det,v ind, 108-101,28:14,   5pt 2rb 1st 1trey 2-8fg
2019-12-06,SG,"Green, Javonte",10.2,"3,500",bos,v den, 108-95,12:00,   6pt 1rb 1bl 3-3fg
