Date,Position,"LastName, FirstName",FD PTS,Salary,Team,Opp Team,Score,Min,Statline
2019-11-22,SG,"Harden, James",66.6,"11,500",hou,@ lac, 119-122,42:20,   37pt 8rb 12as 2st 4to 5trey 9-16fg 14-18ft
2019-11-22,PG,"Doncic, Luka",57.4,"12,100",dal,v cle, 143-101,28:29,   30pt 7rb 14as 2to 4trey 11-18fg 4-4ft
2019-11-22,SG,"Beal, Bradley",53,"9,800",was,v cha, 125-118,42:13,   30pt 5rb 12as 1to 4trey 10-19fg 6-7ft
2019-11-22,SG,"Butler, Jimmy",52.5,"9,700",mia,@ chi, 116-108,34:25,   27pt 5rb 7as 4st 3to 1trey 7-10fg 12-13ft
2019-11-22,SG,"Bembry, DeAndre",46.8,"4,500",atl,@ det, 103-128,34:39,   22pt 4rb 6as 4st 1to 4trey 9-13fg
2019-11-22,PG,"Simmons, Ben",45.5,"9,000",phi,v sas, 115-104,31:57,   10pt 10rb 13as 2st 1bl 5to 3-10fg 4-8ft
2019-11-22,SG,"Mitchell, Donovan",43.8,"8,700",uta,v gsw, 113-109,34:59,   30pt 4rb 4as 1st 3trey 12-24fg 3-4ft
2019-11-22,PG,"Bowman, Ky",43.7,"4,800",gsw,@ uta, 109-113,36:25,   17pt 6rb 5as 4st 3trey 7-16fg
2019-11-22,SG,"Alexander, Shai",42.4,"7,000",okc,v lal, 127-130,36:05,   24pt 7rb 4as 1st 1bl 2to 2trey 10-18fg 2-2ft
2019-11-22,SG,"Graham, Devonte",41.7,"7,400",cha,@ was, 118-125,35:45,   19pt 6rb 7as 2st 1bl 4to 3trey 8-15fg
2019-11-22,SG,"DeRozan, DeMar",41.4,"7,800",sas,@ phi, 104-115,32:44,   29pt 7rb 2as 1st 2to 12-23fg 5-5ft
2019-11-22,PG,"Conley, Mike",39.8,"7,300",uta,v gsw, 113-109,30:51,   27pt 4rb 4as 1st 1to 4trey 9-14fg 5-6ft
