Date,Position,"LastName, FirstName",FD PTS,Salary,Team,Opp Team,Score,Min,Statline
2019-11-16,SG,"Harden, James",60,"12,700",hou,@ min, 125-105,38:42,   49pt 5rb 6as 4to 8trey 16-41fg 9-11ft
2019-11-16,PG,"Doncic, Luka",53.5,"11,400",dal,v tor, 110-102,35:37,   26pt 15rb 7as 2st 7to 1trey 5-14fg 15-19ft
2019-11-16,SG,"McCollum, CJ",50.7,"7,200",por,@ sas, 121-116,38:46,   32pt 6rb 7as 1st 2to 6trey 13-25fg
2019-11-16,SG,"Butler, Jimmy",48.1,"9,400",mia,v nor, 109-94,37:42,   16pt 8rb 13as 3st 6to 1trey 4-11fg 7-7ft
2019-11-16,SG,"VanVleet, Fred",40.5,"7,800",tor,@ dal, 102-110,38:35,   24pt 5rb 7as 1st 3to 4trey 8-18fg 4-4ft
2019-11-16,PG,"Lillard, Damian",39.2,"10,000",por,@ sas, 121-116,40:19,   22pt 6rb 6as 1st 2to 1trey 4-19fg 13-13ft
2019-11-16,PG,"Robinson, Jerome",38.3,"3,500",lac,v atl, 150-101,32:35,   21pt 4rb 1as 2st 2bl 1to 5trey 8-13fg
2019-11-16,SG,"Williams, Louis",38.2,"7,800",lac,v atl, 150-101,22:39,   25pt 6rb 6as 3to 5-13fg 15-15ft
2019-11-16,SG,"LaVine, Zach",38.1,"7,400",chi,v bkn, 111-117,32:20,   36pt 3rb 1as 3to 3trey 11-24fg 11-12ft
2019-11-16,SG,"Dinwiddie, Spencer",36.2,"5,800",bkn,@ chi, 117-111,30:13,   24pt 1rb 4as 1st 2bl 4to 5-11fg 14-15ft
2019-11-16,SG,"Powell, Norman",35.7,"4,600",tor,@ dal, 102-110,32:26,   26pt 6rb 1as 1st 2to 6trey 9-15fg 2-3ft
2019-11-16,PG,"Young, Trae",35,"10,200",atl,@ lac, 101-150,28:50,   20pt 5rb 6as 1st 3to 2trey 4-16fg 10-12ft
2019-11-16,PG,"Curry, Seth",33.7,"3,500",dal,v tor, 110-102,32:41,   15pt 6rb 5as 1st 1bl 2to 3trey 5-7fg 2-2ft
2019-11-16,SG,"Walker, Nickeil",33.3,"3,500",nor,@ mia, 94-109,30:25,   27pt 4rb 3as 3to 6trey 10-18fg 1-2ft
2019-11-16,SG,"DeRozan, DeMar",31.9,"7,600",sas,v por, 116-121,36:55,   16pt 7rb 5as 1st 3to 4-15fg 8-9ft
2019-11-16,SG,"Graham, Devonte",31.8,"7,200",cha,@ nyk, 103-102,36:20,   29pt 4rb 2as 5to 9trey 10-19fg
2019-11-16,PG,"White, Derrick",31.1,"5,200",sas,v por, 116-121,33:54,   10pt 3rb 5as 2st 2bl 2to 3-6fg 4-6ft
2019-11-16,PG,"Rivers, Austin",31.1,"4,500",hou,@ min, 125-105,34:53,   19pt 3rb 3as 1st 1bl 2to 8-17fg 3-3ft
2019-11-16,PG,"Holiday, Aaron",30.3,"4,000",ind,v mil, 83-102,33:37,   11pt 4rb 5as 3st 2to 1trey 5-18fg
2019-11-16,SG,"Mann, Terance",30.2,"3,500",lac,v atl, 150-101,33:20,   13pt 6rb 8as 2to 6-8fg 1-1ft
2019-11-16,SG,"McLemore, Ben",29.3,"4,600",hou,@ min, 125-105,37:19,   20pt 4rb 1as 2st 3to 4trey 7-16fg 2-2ft
2019-11-16,SG,"Wright, Delon",29.3,"4,800",dal,v tor, 110-102,19:07,   15pt 4rb 1as 3st 1to 1trey 6-8fg 2-2ft
2019-11-16,PG,"Rozier, Terry",28.8,"7,400",cha,@ nyk, 103-102,35:59,   16pt 4rb 2as 2st 1to 1trey 6-16fg 3-3ft
2019-11-16,PG,"Mills, Patty",28.7,"3,700",sas,v por, 116-121,20:38,   11pt 1rb 5as 1st 2bl 1trey 4-13fg 2-2ft
2019-11-16,PG,"Nunn, Kendrick",28.4,"5,400",mia,v nor, 109-94,39:21,   22pt 2rb 2as 1st 2to 2trey 10-19fg
2019-11-16,SG,"Monk, Malik",27.3,"4,800",cha,@ nyk, 103-102,26:06,   12pt 4rb 5as 1bl 2trey 5-13fg
2019-11-16,SG,"Barrett, RJ",27,"7,200",nyk,v cha, 102-103,30:44,   22pt 5rb 2as 4to 2trey 8-16fg 4-5ft
2019-11-16,PG,"Teague, Jeff",26.4,"6,200",min,v hou, 105-125,33:00,   8pt 2rb 12as 1bl 5to 3-8fg 2-2ft
2019-11-16,PG,"Clemons, Chris",26.2,"4,200",hou,@ min, 125-105,28:07,   19pt 1rb 2st 5trey 7-11fg
2019-11-16,SG,"Robinson, Duncan",25.7,"3,600",mia,v nor, 109-94,30:33,   15pt 1rb 1as 3st 1to 3trey 6-10fg
2019-11-16,PG,"Ntilikina, Frank",25.6,"4,300",nyk,v cha, 102-103,35:46,   6pt 3rb 6as 3st 2to 2-7fg 2-2ft
2019-11-16,SG,"Turner, Evan",25.5,"3,600",atl,@ lac, 101-150,15:07,   11pt 5rb 1as 2st 1bl 2to 4-7fg 3-3ft
