Date,Position,"LastName, FirstName",FD PTS,Salary,Team,Opp Team,Score,Min,Statline
2019-11-05,SG,"Graham, Devonte",55.8,"5,800",cha,v ind, 122-120,41:58,   35pt 4rb 6as 3st 2to 4trey 10-21fg 11-15ft
2019-11-05,PG,"Young, Trae",53.9,"9,200",atl,v sas, 108-100,29:44,   29pt 2rb 13as 2st 3to 5trey 10-23fg 4-6ft
2019-11-05,SG,"LaVine, Zach",47.9,"7,400",chi,v lal, 112-118,33:31,   26pt 7rb 7as 2st 3to 3trey 9-18fg 5-7ft
2019-11-05,SG,"DeRozan, DeMar",44.8,"7,600",sas,@ atl, 100-108,36:23,   22pt 4rb 4as 3st 2bl 3to 10-16fg 2-3ft
2019-11-05,PG,"Walker, Kemba",44.1,"9,100",bos,@ cle, 119-113,33:38,   25pt 8rb 3as 1st 2bl 4to 6trey 8-19fg 3-4ft
2019-11-05,PG,"Brogdon, Malcolm",44,"9,000",ind,@ cha, 120-122,38:55,   31pt 5rb 8as 5to 2trey 12-19fg 5-5ft
2019-11-05,PG,"Paul, Chris",40.4,"7,500",okc,v orl, 102-94,32:05,   20pt 2rb 6as 3st 2trey 6-15fg 6-6ft
2019-11-05,SG,"Alexander, Shai",35.6,"8,300",okc,v orl, 102-94,35:56,   24pt 3rb 2as 1st 1bl 1to 3trey 9-14fg 3-4ft
2019-11-05,PG,"Rozier, Terry",34,"7,400",cha,v ind, 122-120,43:23,   22pt 5rb 4as 1st 3to 3trey 7-19fg 5-5ft
2019-11-05,PG,"Murray, Jamal",34,"6,500",den,v mia, 109-89,32:33,   21pt 5rb 4as 2st 5to 1trey 9-15fg 2-4ft
2019-11-05,SG,"Butler, Jimmy",33.4,"9,500",mia,@ den, 89-109,29:18,   16pt 7rb 4as 2st 3to 3-12fg 10-12ft
2019-11-05,SG,"Lamb, Jeremy",33,"7,300",ind,@ cha, 120-122,37:58,   18pt 5rb 2as 2st 2trey 8-19fg
2019-11-05,PG,"White, Coby",31,"3,700",chi,v lal, 112-118,23:30,   18pt 5rb 4as 1st 2to 1trey 7-15fg 3-3ft
2019-11-05,PG,"Morris, Monte",30.4,"3,500",den,v mia, 109-89,22:08,   11pt 2rb 8as 1st 1bl 1to 5-7fg 1-1ft
2019-11-05,PG,"Sexton, Collin",29.9,"5,200",cle,v bos, 113-119,35:26,   21pt 2rb 3as 1bl 1to 2trey 6-15fg 7-7ft
2019-11-05,PG,"Cook, Quinn",29.8,"3,900",lal,@ chi, 118-112,26:03,   17pt 4rb 2as 1st 1bl 1to 3trey 6-9fg 2-3ft
2019-11-05,SG,"Diallo, Hamidou",26.7,"4,700",okc,v orl, 102-94,22:04,   6pt 6rb 1as 2st 2bl 2-5fg 2-2ft
2019-11-05,SG,"Clarkson, Jordan",26.6,"4,900",cle,v bos, 113-119,26:24,   12pt 3rb 4as 2bl 1to 1trey 4-13fg 3-3ft
2019-11-05,PG,"Nunn, Kendrick",25.4,"5,600",mia,@ den, 89-109,32:54,   11pt 2rb 4as 2st 2trey 4-14fg 1-3ft
2019-11-05,PG,"Mills, Patty",24.4,"4,000",sas,@ atl, 100-108,26:10,   16pt 2rb 2st 3trey 5-6fg 3-3ft
2019-11-05,PG,"Fultz, Markelle",23.6,"4,700",orl,@ okc, 94-102,23:53,   13pt 3rb 4as 1st 2to 1trey 5-10fg 2-2ft
2019-11-05,PG,"Satoransky, Tomas",22.8,"4,600",chi,v lal, 112-118,26:34,   7pt 4rb 6as 1st 1to 1trey 3-5fg
2019-11-05,SG,"Green, Danny",22.8,"4,300",lal,@ chi, 118-112,25:59,   7pt 4rb 2as 2st 1bl 1to 1trey 3-5fg
2019-11-05,PG,"Dunn, Kris",22.4,"4,100",chi,v lal, 112-118,17:16,   9pt 2rb 2as 3st 1to 1trey 4-5fg
2019-11-05,SG,"Smart, Marcus",22,"5,600",bos,@ cle, 119-113,34:41,   8pt 5rb 4as 1st 1to 2trey 2-6fg 2-3ft
2019-11-05,SG,"Huerter, Kevin",21.7,"4,100",atl,v sas, 108-100,24:57,   7pt 6rb 1as 1st 2bl 3to 1trey 3-9fg
2019-11-05,SG,"Bembry, DeAndre",21.5,"4,700",atl,v sas, 108-100,18:50,   7pt 5rb 1as 3st 1bl 5to 3-6fg 1-2ft
2019-11-05,SG,"Forbes, Bryn",20.9,"4,300",sas,@ atl, 100-108,31:26,   17pt 2rb 1as 2trey 6-16fg 3-5ft
2019-11-05,PG,"Dragic, Goran",20.7,"5,600",mia,@ den, 89-109,25:04,   9pt 1rb 7as 1bl 3to 2trey 3-7fg 1-2ft
2019-11-05,SG,"Martin, Cody",19.7,"3,500",cha,v ind, 122-120,33:28,   0pt 11rb 3as 1st 1to 0-2fg
2019-11-05,PG,"Holiday, Aaron",18.8,"3,500",ind,@ cha, 120-122,23:16,   6pt 4rb 4as 1bl 1to 2trey 2-7fg
2019-11-05,PG,"Edwards, Carsen",18.7,"3,500",bos,@ cle, 119-113,14:43,   13pt 1rb 1as 1bl 3trey 5-6fg
2019-11-05,PG,"Augustin, DJ",17.2,"3,700",orl,@ okc, 94-102,27:00,   13pt 1rb 2as 3-10fg 7-8ft
