Date,Name,Position,Salary,Projected FD PTS,Actual FD PTS,Found?,Position #,Play?
2018-10-17,De'Aaron Fox,PG,5200,28.757086128992444,42.3,1,1.0,1.0
2018-10-17,Isaiah Canaan,PG,4000,23.72837876075135,24.7,1,1.0,1.0
2018-10-17,Malik Monk,SG,4800,25.790045111097985,34.8,1,2.0,1.0
2018-10-17,Malcolm Brogdon,SG,5400,28.255083110958914,21.6,1,2.0,1.0
2018-10-17,Jared Dudley,SF,3500,23.729595329258327,18.1,1,3.0,1.0
2018-10-17,Kawhi Leonard,SF,9600,37.978498105450285,39.6,1,3.0,1.0
2018-10-17,LaMarcus Aldridge,PF,8200,40.561088573236475,56.8,1,4.0,1.0
2018-10-17,Anthony Davis,PF,12400,50.733372063344156,80.2,1,4.0,1.0
2018-10-17,Hassan Whiteside,C,6900,35.40948820399263,41.6,1,5.0,1.0
